,Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
6236,working_student,6.0,6.9,5.1,62.4,5,1,6,0
6237,college,5.3,4.5,2.0,96.9,5,8,10,0
6238,college,6.5,7.8,5.0,93.8,7,7,9,1
6239,college,4.2,5.8,3.5,85.0,4,9,11,0
6240,college,5.3,2.5,4.2,97.3,6,6,2,0
6241,college,6.6,4.7,5.3,87.3,7,5,8,0
6242,college,5.5,4.5,3.3,72.7,5,1,5,1
6243,college,6.1,5.6,3.1,78.6,5,9,9,0
6244,school,6.3,4.0,4.2,92.2,2,8,8,0
6245,college,7.5,1.7,4.3,93.2,1,6,11,0
6246,college,4.9,2.2,2.1,88.2,6,6,4,0
6247,school,7.6,3.3,0.1,84.3,5,4,11,0
6248,college,8.4,5.2,3.5,82.0,6,2,6,1
6249,school,8.6,4.1,5.0,78.0,4,4,1,0
6250,school,6.8,3.2,2.9,87.1,8,7,6,1
6251,college,6.0,5.5,3.2,69.2,5,10,3,0
6252,college,6.4,5.1,4.3,81.9,5,4,2,1
6253,working_student,5.3,1.2,2.1,85.6,8,5,3,1
6254,working_student,5.7,4.5,5.4,96.5,5,4,10,0
6255,college,2.6,6.2,3.1,85.1,4,6,3,1
6256,working_student,6.5,4.5,1.8,94.4,4,8,7,0
6257,college,6.5,4.0,2.4,55.5,2,3,3,0
6258,college,7.1,5.6,0.9,66.7,9,9,7,1
6259,college,8.0,2.3,5.0,82.0,10,5,4,1
6260,college,6.5,5.3,0.9,65.2,1,8,4,0
6261,college,6.4,4.1,5.8,77.3,5,5,4,0
6262,college,5.0,5.4,2.0,70.1,5,6,11,0
6263,college,4.9,9.1,5.6,78.5,6,6,2,1
6264,school,7.0,2.6,1.4,95.9,5,7,2,0
6265,college,5.1,4.1,5.6,91.0,6,7,3,0
6266,college,6.5,4.3,2.8,77.1,9,7,12,0
6267,school,6.9,0.4,5.3,90.1,5,4,9,0
6268,college,5.6,5.1,6.3,97.0,4,6,7,0
6269,college,6.3,3.7,0.8,97.1,8,7,11,0
6270,school,8.7,1.1,0.6,77.6,3,5,10,0
6271,college,5.0,6.4,3.3,86.8,2,10,3,0
6272,college,6.1,2.6,3.2,82.0,5,5,5,1
6273,school,8.3,2.6,1.8,85.9,6,6,9,0
6274,school,7.0,0.9,1.8,69.0,2,7,12,0
6275,working_student,4.5,8.0,3.5,91.6,3,8,6,0
6276,college,5.4,5.1,6.3,91.1,2,5,11,0
6277,college,4.5,5.3,2.3,95.3,7,5,5,0
6278,college,5.8,6.5,7.4,83.7,6,4,9,0
6279,working_student,4.3,8.2,0.5,86.8,5,8,10,1
6280,working_student,4.4,7.2,3.7,80.3,7,6,8,0
6281,college,6.8,5.3,3.6,83.1,7,6,2,0
6282,college,8.2,2.6,0.0,97.1,7,5,2,0
6283,college,5.7,2.6,3.8,82.0,10,4,8,1
6284,school,7.7,5.2,1.4,87.2,6,6,10,0
6285,working_student,4.9,6.4,1.0,69.4,2,2,1,0
6286,college,6.8,5.3,2.7,87.8,4,3,11,0
6287,college,6.5,6.1,1.5,65.6,3,7,7,0
6288,college,4.2,4.7,3.5,71.7,5,6,1,1
6289,school,7.0,5.2,5.4,75.8,5,4,1,0
6290,school,8.8,3.4,5.5,95.3,2,6,6,0
6291,college,8.5,6.0,2.5,60.1,4,8,5,0
6292,working_student,6.6,5.7,2.9,96.3,2,9,12,0
6293,college,7.1,4.5,2.7,82.3,8,5,6,1
6294,working_student,5.7,2.7,0.4,95.4,7,4,7,0
6295,working_student,8.1,5.9,3.4,70.8,7,6,5,0
6296,college,6.8,1.7,3.4,78.3,6,4,5,0
6297,college,6.0,2.5,0.7,62.1,6,5,4,1
6298,working_student,5.9,5.7,2.5,76.9,8,9,8,1
6299,college,7.0,4.4,2.6,82.7,1,3,2,0
6300,college,4.8,5.1,4.2,64.4,6,5,12,0
6301,school,8.1,4.3,0.8,86.4,4,8,6,0
6302,college,6.8,7.1,0.3,95.6,3,6,7,0
6303,college,5.3,5.5,7.7,88.5,6,6,12,0
6304,school,7.6,1.0,6.0,88.3,4,7,10,0
6305,working_student,3.5,6.2,5.5,87.7,5,8,5,0
6306,college,5.0,8.0,3.7,71.1,5,6,8,0
6307,school,7.7,2.2,2.2,73.6,4,6,4,0
6308,college,4.4,3.3,6.2,82.0,2,6,9,1
6309,college,7.3,2.5,3.0,76.1,6,6,1,0
6310,working_student,6.0,8.3,4.1,81.9,4,6,10,1
6311,working_student,4.8,7.0,7.9,66.8,6,8,8,1
6312,college,6.3,3.5,4.2,79.8,4,8,3,0
6313,college,8.0,5.3,3.6,85.0,5,5,7,0
6314,college,7.7,0.5,3.0,87.0,5,7,12,0
6315,working_student,6.5,3.6,3.8,87.2,7,6,4,1
6316,working_student,4.4,10.2,0.2,96.9,7,7,5,1
6317,school,6.5,1.7,3.5,67.5,4,6,6,1
6318,college,5.4,3.6,5.1,84.7,5,3,12,0
6319,school,7.8,2.2,2.0,84.2,2,7,9,0
6320,college,6.1,3.5,6.3,77.1,8,2,12,1
6321,college,6.5,4.3,1.6,77.8,5,10,12,0
6322,working_student,6.5,6.0,3.7,61.0,7,6,6,1
6323,school,8.8,3.0,2.7,91.1,9,5,7,1
6324,college,7.0,6.4,0.5,69.1,5,8,8,0
6325,school,9.3,4.0,3.5,82.0,2,6,12,0
6326,working_student,4.7,5.1,3.5,97.8,7,7,7,0
6327,college,6.2,1.8,5.6,97.6,4,4,12,0
6328,college,6.7,3.5,1.0,99.4,6,5,12,0
6329,college,6.3,2.0,3.5,93.3,3,8,4,0
6330,college,5.5,6.4,5.4,74.2,6,8,7,1
6331,college,6.1,4.1,4.0,84.0,6,2,8,0
6332,school,8.0,3.1,6.9,83.6,4,8,3,0
6333,school,7.9,4.2,0.7,79.2,10,5,5,1
6334,working_student,6.3,7.6,4.5,92.9,8,6,2,1
6335,college,6.5,5.5,3.4,90.5,3,7,5,0
6336,college,4.6,6.1,4.8,91.3,5,7,1,0
6337,college,8.9,4.4,2.8,84.0,6,4,8,0
6338,college,5.9,3.7,5.9,82.0,3,3,3,0
6339,school,4.5,3.5,2.6,98.8,4,2,12,0
6340,working_student,6.8,2.6,1.7,92.5,1,1,2,0
6341,college,6.3,7.8,4.6,89.3,4,6,5,0
6342,school,8.0,4.5,4.8,68.1,5,10,4,1
6343,college,7.4,3.4,2.7,90.6,4,7,12,0
6344,school,9.0,3.8,5.6,86.8,7,7,8,0
6345,college,6.5,4.5,3.5,85.2,6,7,10,0
6346,school,6.8,3.8,1.3,66.8,8,3,1,1
6347,college,4.1,7.3,3.5,86.7,4,1,8,0
6348,college,6.0,1.8,4.6,79.3,5,5,12,0
6349,college,5.6,7.8,4.1,65.0,6,8,7,0
6350,college,6.5,2.2,6.6,82.0,4,3,7,0
6351,college,4.6,4.5,1.2,57.9,6,5,7,0
6352,college,6.5,6.9,2.0,87.2,3,9,5,0
6353,college,7.4,5.4,3.0,97.6,9,10,12,1
6354,college,5.4,4.7,5.4,82.0,5,7,12,0
6355,school,5.6,5.4,1.1,99.5,6,4,7,1
6356,school,7.2,2.8,7.0,74.6,3,8,10,0
6357,school,9.8,3.2,3.5,93.4,6,1,6,0
6358,college,6.9,3.6,2.9,83.7,2,5,7,0
6359,college,5.6,4.4,1.0,87.7,5,6,1,0
6360,school,8.2,1.8,4.6,77.4,4,5,12,0
6361,college,7.4,7.7,2.3,80.6,1,6,3,0
6362,working_student,9.4,4.8,5.1,95.7,6,9,7,0
6363,college,6.5,4.2,1.6,66.4,4,3,7,0
6364,school,8.6,5.0,1.9,99.0,2,1,3,0
6365,school,8.0,4.0,0.8,82.6,9,8,1,1
6366,college,6.1,4.0,3.5,83.9,4,7,5,0
6367,college,9.1,2.3,3.5,71.6,7,2,8,0
6368,college,5.2,5.6,0.8,86.3,6,5,12,1
6369,college,4.6,5.8,3.8,78.9,7,8,7,0
6370,school,7.1,4.9,1.9,86.4,5,6,6,0
6371,college,6.9,5.2,5.4,97.1,5,6,5,1
6372,college,4.6,2.3,4.0,78.7,7,7,7,0
6373,school,6.5,2.4,4.4,93.3,7,4,2,1
6374,college,4.9,4.3,5.2,88.0,10,9,10,0
6375,working_student,6.7,6.3,2.0,65.5,6,8,6,0
6376,working_student,5.9,7.1,5.3,72.3,7,6,5,0
6377,college,5.4,4.6,1.8,90.5,1,4,9,0
6378,college,8.8,4.1,3.6,81.2,7,5,3,1
6379,school,9.0,3.0,0.4,76.9,3,4,4,0
6380,college,8.4,6.0,3.4,79.4,6,8,8,0
6381,college,7.1,4.5,3.5,72.5,5,7,12,0
6382,school,8.3,2.8,4.1,96.6,6,10,6,0
6383,school,7.4,4.1,5.1,62.1,7,7,4,1
6384,college,2.2,7.2,4.1,83.3,4,6,7,0
6385,school,7.7,6.7,3.8,76.7,2,9,11,1
6386,college,5.4,4.5,5.6,91.6,5,9,6,0
6387,school,8.0,4.0,4.2,89.9,7,10,10,0
6388,school,7.1,3.7,3.3,80.0,6,6,4,0
6389,college,7.6,4.8,2.9,87.0,10,6,11,1
6390,college,6.0,3.4,5.5,69.9,4,9,12,0
6391,college,6.2,5.5,3.9,89.9,7,2,2,0
6392,working_student,6.5,7.3,5.5,68.9,8,6,11,1
6393,school,6.7,3.5,7.8,74.2,1,3,6,0
6394,school,7.4,1.2,3.7,96.0,9,7,10,1
6395,working_student,4.5,5.5,0.6,97.3,4,8,11,0
6396,working_student,6.4,4.5,4.0,69.8,5,2,3,0
6397,college,6.8,4.7,3.2,91.2,5,6,9,0
6398,school,8.9,2.6,3.8,94.9,7,8,12,0
6399,school,8.0,5.2,6.3,71.9,9,6,11,0
6400,working_student,5.5,5.8,5.7,88.4,2,6,1,0
6401,college,4.9,6.8,2.3,68.4,2,5,1,0
6402,college,4.1,4.1,3.1,83.5,8,8,9,0
6403,college,9.1,3.8,5.1,69.5,3,6,12,0
6404,school,8.1,1.9,5.1,79.6,2,5,2,0
6405,college,4.4,8.1,7.3,89.9,7,7,9,1
6406,college,4.6,7.8,3.9,82.0,6,4,7,1
6407,school,7.2,3.8,4.0,75.7,5,7,2,1
6408,college,6.5,4.1,0.9,78.4,7,3,11,0
6409,working_student,5.7,6.7,4.8,84.7,8,6,6,1
6410,school,7.5,4.1,3.0,78.3,8,6,4,1
6411,college,6.5,2.2,2.0,89.5,5,7,10,0
6412,school,9.0,3.4,2.5,71.6,6,4,1,0
6413,school,6.6,4.5,2.0,70.6,2,5,10,0
6414,college,6.4,4.5,6.6,75.5,5,8,5,0
6415,school,9.3,2.1,4.0,77.8,7,5,8,0
6416,working_student,9.2,7.0,4.2,94.8,5,7,2,0
6417,college,6.8,0.7,5.6,82.0,5,5,10,0
6418,school,7.0,3.8,1.3,72.0,1,5,1,0
6419,school,6.2,4.6,2.5,78.9,3,7,7,0
6420,school,5.6,3.4,5.0,83.0,5,6,9,1
6421,college,5.1,0.5,4.0,81.9,6,8,11,0
6422,school,8.9,2.3,1.0,95.4,9,6,4,1
6423,working_student,6.2,6.8,4.6,87.0,3,1,6,1
6424,college,7.0,5.5,6.0,67.5,5,9,1,0
6425,working_student,7.6,4.4,1.4,75.4,6,3,6,0
6426,college,6.5,6.4,1.7,83.8,2,6,9,0
6427,working_student,4.0,2.4,0.4,88.2,3,5,3,0
6428,school,6.0,5.1,3.5,79.8,6,8,2,0
6429,college,5.4,5.1,5.6,79.1,7,2,9,0
6430,college,6.8,5.6,2.5,96.5,5,6,11,1
6431,college,5.2,5.1,1.1,93.2,4,5,4,1
6432,school,5.5,0.2,4.6,88.5,6,7,5,0
6433,college,3.5,6.6,5.5,91.0,5,5,2,0
6434,school,5.8,2.9,3.0,94.0,6,7,6,0
6435,school,6.6,3.6,4.6,67.0,5,3,7,0
6436,school,7.4,1.5,4.4,97.9,7,8,11,0
6437,school,6.5,5.1,5.3,86.5,3,6,3,0
6438,working_student,6.8,4.9,2.9,97.1,9,9,11,0
6439,working_student,5.6,8.1,3.2,81.5,6,5,10,1
6440,school,7.2,3.2,3.6,84.9,3,8,7,0
6441,college,7.0,3.8,3.2,74.0,7,1,10,1
6442,college,5.9,3.2,5.7,82.4,1,6,6,0
6443,college,6.4,6.9,3.4,69.6,6,4,10,1
6444,working_student,6.5,6.0,6.3,70.6,5,7,6,0
6445,school,6.7,4.3,3.2,69.4,5,7,3,0
6446,working_student,7.2,5.6,0.0,65.5,9,8,2,1
6447,working_student,5.8,6.1,0.6,81.1,8,6,5,1
6448,school,7.9,5.0,3.2,93.0,6,4,12,0
6449,college,3.9,7.0,2.3,85.0,6,8,6,0
6450,college,7.0,3.4,4.4,82.1,5,7,8,0
6451,college,6.9,8.6,3.9,96.2,7,6,6,0
6452,school,6.3,5.2,1.2,83.9,3,5,7,0
6453,college,5.0,6.0,2.1,83.0,10,7,9,1
6454,school,9.2,3.1,2.4,80.7,1,8,2,0
6455,working_student,6.6,5.6,2.0,92.3,4,4,9,0
6456,college,4.2,2.7,4.2,91.1,4,8,10,0
6457,college,9.6,2.8,4.7,65.6,3,7,7,0
6458,college,5.2,3.9,5.8,81.8,7,7,12,1
6459,college,5.0,5.2,3.3,95.7,7,6,6,1
6460,college,4.3,2.3,3.5,80.1,5,8,12,0
6461,school,6.5,3.9,5.0,71.1,7,5,11,0
6462,college,5.7,4.8,3.3,90.0,2,7,6,0
6463,college,7.3,5.4,3.5,73.2,6,4,5,0
6464,college,4.9,3.6,3.5,89.4,5,1,7,1
6465,school,6.0,3.3,2.1,84.1,5,7,12,0
6466,college,8.3,3.1,4.3,88.9,3,2,1,0
6467,college,2.6,6.8,4.9,96.5,3,5,8,0
6468,college,6.8,8.8,4.6,89.8,10,3,4,1
6469,college,3.0,4.0,1.0,72.9,2,1,2,0
6470,school,9.2,2.5,3.8,96.9,5,5,7,0
6471,school,8.4,2.8,4.9,82.0,6,7,2,0
6472,college,5.9,2.4,4.8,82.0,3,10,7,0
6473,school,5.5,3.3,4.3,97.7,4,3,7,0
6474,college,6.6,3.3,4.3,88.7,10,6,10,1
6475,college,7.0,4.5,4.1,95.8,8,9,12,1
6476,school,6.0,2.6,1.4,99.7,1,1,7,0
6477,school,6.3,2.1,1.0,71.3,1,5,11,0
6478,college,5.6,4.9,3.9,72.2,5,5,4,1
6479,college,7.1,2.6,1.6,80.9,6,6,5,0
6480,college,6.3,4.2,0.9,93.6,6,5,12,0
6481,working_student,6.5,8.5,4.6,97.4,8,7,2,1
6482,working_student,7.9,5.7,3.9,78.4,4,5,5,0
6483,college,4.9,2.3,3.3,85.8,8,7,6,0
6484,college,3.8,4.3,1.6,82.0,3,2,11,0
6485,school,8.2,4.8,5.3,64.8,1,10,6,0
6486,school,6.1,2.7,2.0,71.6,3,1,4,0
6487,college,4.3,4.8,0.3,94.9,8,6,8,1
6488,college,7.3,6.2,4.0,85.4,2,7,4,0
6489,college,6.4,5.1,7.4,80.3,6,4,12,0
6490,college,5.7,5.7,2.0,86.2,2,3,1,0
6491,college,4.2,5.0,0.5,91.0,8,7,5,0
6492,working_student,7.0,7.0,3.5,94.7,4,7,1,0
6493,college,6.7,5.2,1.0,70.9,4,6,3,0
6494,working_student,4.9,5.0,5.1,81.8,9,8,12,1
6495,college,4.5,4.3,6.1,80.5,3,6,2,0
6496,school,8.8,1.4,1.0,82.1,8,8,6,0
6497,college,6.2,7.7,3.5,83.5,7,6,6,1
6498,school,9.5,1.1,2.2,80.9,10,5,7,0
6499,college,6.5,4.5,2.3,88.9,9,10,6,0
6500,college,6.5,2.0,8.1,68.3,7,5,10,0
6501,college,6.6,1.8,2.4,74.1,4,4,10,0
6502,working_student,6.6,5.6,5.4,63.0,6,1,2,1
6503,school,6.5,2.6,1.7,90.7,6,6,12,0
6504,college,5.2,6.4,1.7,82.0,5,10,6,0
6505,working_student,7.3,5.6,6.9,69.4,8,9,9,0
6506,school,8.1,3.1,3.0,87.1,6,2,7,0
6507,college,8.1,7.4,3.3,92.5,3,7,4,0
6508,college,3.0,1.5,4.4,51.0,3,5,11,0
6509,school,7.8,5.7,3.9,95.3,9,9,7,1
6510,college,5.5,7.7,3.9,98.7,4,10,7,0
6511,college,7.8,4.0,3.1,91.3,6,6,6,0
6512,college,5.0,4.4,6.3,87.6,5,4,7,0
6513,working_student,8.5,6.6,4.7,82.0,5,4,8,0
6514,college,6.5,3.3,4.4,62.3,4,9,6,0
6515,college,5.9,6.8,4.1,77.2,10,9,11,1
6516,working_student,5.9,7.8,1.7,105.0,6,10,7,0
6517,college,4.2,5.7,3.6,82.0,2,8,3,0
6518,college,3.0,3.0,3.5,74.9,1,6,9,0
6519,school,6.4,2.7,2.6,66.1,6,4,3,0
6520,working_student,5.3,4.5,0.5,59.4,3,6,7,0
6521,college,6.1,0.3,1.4,80.9,5,8,7,0
6522,college,6.5,3.5,4.1,76.6,2,6,1,0
6523,working_student,6.2,3.9,1.9,77.9,10,2,6,1
6524,college,6.3,3.8,6.2,89.8,8,10,7,1
6525,school,7.0,0.9,3.6,86.3,8,9,3,0
6526,college,5.8,7.3,2.8,78.4,4,3,8,0
6527,school,9.1,4.3,1.0,98.7,5,7,9,0
6528,working_student,5.0,4.9,2.3,96.4,5,9,3,0
6529,school,6.5,3.2,4.1,98.7,10,6,1,1
6530,working_student,4.2,9.0,1.2,64.6,2,5,9,0
6531,working_student,8.4,4.2,6.8,87.3,6,5,2,1
6532,school,6.5,2.4,0.7,84.8,10,5,7,1
6533,college,6.2,3.4,5.6,96.1,6,8,2,0
6534,school,6.6,4.5,2.1,97.9,4,6,10,0
6535,college,5.2,8.1,4.0,90.1,5,2,7,1
6536,working_student,3.8,7.4,2.8,80.5,3,4,1,0
6537,school,8.2,1.5,5.2,76.7,5,1,3,0
6538,school,8.3,2.3,3.5,86.0,8,6,7,0
6539,college,5.9,2.2,2.4,97.4,2,6,2,0
6540,working_student,3.4,9.1,1.9,88.6,4,3,1,0
6541,working_student,6.7,4.3,0.1,88.2,8,7,10,1
6542,working_student,4.2,5.7,4.3,76.0,4,7,3,0
6543,school,9.5,3.4,3.3,82.0,7,7,7,0
6544,college,2.4,4.9,2.8,81.9,8,5,2,0
6545,working_student,7.3,7.6,1.3,90.7,3,7,7,0
6546,college,5.7,6.2,3.7,86.6,8,3,12,1
6547,working_student,2.2,3.9,5.7,82.9,2,6,9,0
6548,school,6.6,4.6,5.4,97.7,5,5,9,0
6549,college,5.4,5.3,8.4,72.3,9,8,3,1
6550,working_student,7.3,6.5,1.8,95.5,6,10,4,1
6551,college,5.4,5.0,0.4,75.4,7,9,1,1
6552,school,6.5,3.4,5.4,70.4,8,6,6,1
6553,college,6.5,5.5,1.9,70.9,8,8,3,0
6554,school,8.4,2.5,3.3,85.0,4,7,5,0
6555,school,8.7,4.5,5.2,76.4,5,6,9,0
6556,school,6.9,4.9,4.6,67.7,4,7,12,0
6557,school,6.5,0.4,4.5,66.5,5,4,2,1
6558,college,6.2,6.0,6.0,82.0,9,9,5,1
6559,college,6.3,4.9,4.2,74.2,10,3,8,1
6560,college,5.1,3.0,3.5,84.5,6,2,5,0
6561,college,6.0,6.4,3.6,82.0,7,6,1,1
6562,college,7.0,4.5,3.8,93.3,1,3,6,0
6563,college,5.4,0.8,5.6,84.6,3,2,3,0
6564,college,6.1,6.8,2.9,82.0,5,5,5,0
6565,school,7.0,4.3,1.1,82.0,8,9,8,1
6566,college,7.5,0.2,1.9,82.0,2,7,5,0
6567,college,5.1,6.6,5.6,91.8,5,8,5,1
6568,college,6.6,4.7,4.6,82.6,2,6,9,0
6569,college,5.7,3.5,4.2,91.3,5,4,1,0
6570,college,5.0,5.0,0.3,71.3,5,7,7,0
6571,working_student,4.0,4.2,2.8,69.3,1,6,7,0
6572,working_student,5.5,4.4,2.1,81.1,4,4,8,0
6573,working_student,6.7,7.3,3.9,69.6,7,4,7,1
6574,working_student,5.8,6.0,4.7,91.8,6,10,6,0
6575,college,4.3,7.0,4.8,82.0,9,1,8,1
6576,school,7.1,4.5,1.8,82.6,8,5,11,0
6577,school,6.5,2.5,3.7,74.4,2,8,4,0
6578,school,6.7,4.7,2.4,82.0,7,6,3,0
6579,working_student,5.9,4.5,4.3,79.5,6,9,7,1
6580,school,5.2,1.9,1.5,99.7,3,8,9,0
6581,working_student,5.2,6.9,2.9,96.2,7,9,10,1
6582,working_student,4.1,6.3,2.0,88.1,1,6,1,0
6583,college,5.3,4.5,3.2,92.2,8,3,11,0
6584,school,7.3,4.2,3.6,80.7,6,6,6,0
6585,school,6.4,3.6,4.5,81.1,8,5,4,0
6586,college,4.0,2.4,3.4,82.0,1,5,10,0
6587,school,5.8,4.5,0.4,60.0,5,7,11,0
6588,college,7.5,2.6,1.4,71.9,4,6,12,0
6589,college,5.6,2.9,3.5,88.7,7,5,5,1
6590,school,7.5,3.5,3.4,68.7,4,10,6,0
6591,school,6.5,1.8,3.9,77.0,6,6,8,0
6592,working_student,7.4,4.8,2.6,88.2,9,7,4,1
6593,school,7.0,1.5,8.2,64.2,5,6,12,0
6594,school,6.5,0.4,0.6,86.3,1,9,7,0
6595,working_student,7.1,6.2,2.7,97.4,8,1,8,1
6596,college,6.0,4.4,4.4,82.0,8,6,5,1
6597,college,5.5,9.5,8.7,78.8,7,6,12,1
6598,school,7.8,5.7,1.6,83.5,4,8,8,0
6599,working_student,6.3,6.8,2.7,61.4,7,5,4,1
6600,college,6.5,3.0,2.6,86.3,9,9,3,1
6601,college,6.4,2.3,2.7,72.7,1,6,3,0
6602,working_student,5.9,4.5,5.4,95.3,8,6,7,0
6603,working_student,6.0,6.9,3.5,84.9,10,7,2,1
6604,school,5.9,2.7,2.6,69.9,1,3,8,0
6605,working_student,5.4,8.0,3.0,57.7,4,5,12,0
6606,college,9.6,4.9,4.4,85.9,5,8,9,0
6607,school,8.5,2.8,2.7,80.5,7,1,10,0
6608,college,4.6,6.5,0.1,91.7,5,7,12,1
6609,college,5.1,1.0,1.5,82.0,1,10,10,1
6610,working_student,7.2,8.4,3.3,93.0,7,8,2,1
6611,school,7.3,2.0,2.8,76.7,6,6,2,0
6612,working_student,6.2,6.8,7.7,80.5,10,6,11,1
6613,working_student,7.1,5.7,6.2,83.3,8,6,7,1
6614,college,7.5,5.5,5.7,77.8,5,8,5,0
6615,school,8.7,3.4,3.5,99.8,4,2,4,0
6616,college,7.5,3.8,3.8,85.1,5,1,12,0
6617,college,6.3,5.1,6.5,70.6,8,6,7,1
6618,college,6.3,6.6,2.5,86.9,5,8,4,0
6619,college,5.0,7.4,5.2,67.9,6,6,1,1
6620,college,6.5,4.8,1.7,84.3,6,5,7,0
6621,working_student,5.7,6.1,3.6,96.0,4,3,10,0
6622,college,5.0,4.7,3.8,69.0,4,8,7,0
6623,college,9.4,2.9,0.1,83.1,3,7,4,0
6624,college,6.5,0.1,5.9,84.1,3,7,9,0
6625,working_student,5.7,3.2,3.8,75.0,6,4,3,1
6626,school,7.3,3.3,3.9,79.0,5,8,11,0
6627,college,7.3,9.6,5.3,85.6,6,3,6,0
6628,college,7.3,4.7,3.2,81.2,2,4,8,0
6629,school,6.5,2.7,3.7,75.3,8,4,2,1
6630,college,4.4,4.3,4.4,72.4,7,7,4,1
6631,working_student,6.1,5.7,4.4,71.9,4,6,6,0
6632,school,6.9,3.0,3.5,97.6,9,6,11,1
6633,working_student,7.6,6.4,2.4,63.3,3,6,3,1
6634,college,7.1,10.2,4.5,96.3,5,2,7,0
6635,college,5.1,4.4,2.1,76.0,4,5,9,0
6636,school,7.4,0.2,3.5,68.0,5,5,11,0
6637,school,5.9,3.2,1.1,67.6,10,5,2,1
6638,college,8.9,6.2,4.5,73.1,1,5,5,0
6639,school,5.4,4.5,8.8,74.5,4,2,6,0
6640,working_student,6.0,6.3,3.4,92.3,8,6,6,1
6641,college,5.3,3.3,1.1,82.0,7,8,5,0
6642,college,4.5,5.3,6.1,82.0,5,4,2,0
6643,college,6.6,3.4,4.8,86.0,1,5,1,0
6644,school,8.2,1.7,5.1,73.6,8,6,5,0
6645,school,7.4,5.3,0.4,62.1,6,7,4,0
6646,college,5.9,7.1,0.6,89.9,10,7,8,1
6647,school,7.1,2.0,1.4,85.0,8,1,1,0
6648,college,6.0,1.5,4.1,80.7,8,4,12,1
6649,working_student,6.3,7.3,5.4,90.0,9,3,8,1
6650,college,6.4,4.0,5.9,68.9,10,6,10,1
6651,college,7.6,1.2,3.4,67.4,5,6,7,0
6652,working_student,6.5,5.0,5.0,94.9,8,4,7,1
6653,school,8.2,3.6,0.5,87.9,3,6,1,0
6654,school,8.5,3.3,1.6,77.0,3,6,8,0
6655,college,6.1,9.1,1.9,90.5,8,3,3,1
6656,college,4.7,7.7,4.0,84.4,5,5,3,1
6657,school,9.8,3.2,2.9,88.4,8,8,2,1
6658,college,4.8,8.3,2.2,63.5,5,1,1,1
6659,school,9.2,3.9,3.5,92.4,6,4,4,0
6660,college,9.0,2.9,1.1,74.6,5,7,5,0
6661,working_student,5.2,4.5,1.4,86.9,8,6,5,0
6662,college,4.9,6.1,1.0,77.7,5,6,11,0
6663,college,8.3,5.2,4.1,95.9,4,9,7,0
6664,working_student,6.1,5.6,3.0,66.6,3,6,4,0
6665,working_student,6.1,6.0,4.6,94.0,8,9,6,1
6666,college,7.7,5.5,5.0,79.1,2,5,8,0
6667,school,8.2,4.2,5.1,79.1,1,6,4,0
6668,college,5.2,4.8,5.4,69.4,4,6,9,0
6669,college,4.1,5.1,5.1,88.3,5,3,7,0
6670,college,6.9,3.4,4.4,69.8,5,4,6,1
6671,college,3.7,6.4,3.7,82.0,3,7,11,0
6672,college,7.3,4.5,3.1,73.2,6,8,8,0
6673,school,6.9,0.0,2.3,99.5,2,1,3,0
6674,college,4.5,4.7,7.0,96.0,3,9,11,0
6675,school,6.5,3.5,5.2,69.1,3,6,7,0
6676,college,4.6,5.5,4.2,87.3,6,5,9,1
6677,working_student,7.5,5.4,1.5,69.2,6,6,4,1
6678,school,8.8,2.4,7.3,68.8,6,5,7,0
6679,college,6.8,7.6,5.6,65.1,2,6,5,0
6680,working_student,2.7,9.3,3.7,94.1,7,6,3,1
6681,college,6.5,3.3,3.6,64.7,3,6,6,0
6682,school,7.4,2.3,3.4,69.2,7,6,4,0
6683,school,6.7,3.8,3.5,90.5,4,4,1,0
6684,school,7.2,5.8,4.1,74.0,1,5,2,0
6685,college,7.5,4.2,4.6,93.3,9,7,2,1
6686,working_student,4.4,7.1,0.0,77.8,8,4,2,1
6687,college,7.7,8.2,5.7,88.1,4,7,11,0
6688,college,2.6,10.7,3.5,77.7,5,4,9,1
6689,working_student,7.6,7.9,4.7,82.5,5,9,10,1
6690,college,3.8,2.6,5.0,95.7,6,3,4,0
6691,college,6.8,2.9,0.9,67.5,5,8,4,0
6692,school,7.3,4.5,6.8,62.8,2,2,10,0
6693,college,6.6,3.9,3.5,91.9,9,5,7,1
6694,college,7.1,6.7,1.5,71.4,9,4,2,1
6695,college,5.7,7.4,3.4,82.0,5,7,7,0
6696,college,8.8,5.9,5.4,70.5,5,10,2,0
6697,working_student,6.1,6.2,2.3,69.4,5,7,9,0
6698,college,5.4,2.5,2.7,88.5,1,6,3,0
6699,school,6.7,1.5,1.7,75.6,8,5,8,0
6700,college,4.9,5.1,3.3,87.8,4,2,7,0
6701,school,7.6,2.8,3.9,88.4,2,6,2,0
6702,college,7.6,3.8,0.9,80.2,8,6,7,0
6703,college,5.9,5.8,3.5,85.3,7,5,6,1
6704,college,5.0,3.5,0.5,90.7,5,6,4,0
6705,school,7.6,0.7,3.8,59.7,6,8,2,0
6706,working_student,7.7,4.5,2.5,82.6,3,3,8,0
6707,school,8.0,1.9,1.9,97.2,3,5,3,0
6708,working_student,6.6,4.8,6.8,99.8,1,6,5,0
6709,school,8.0,4.2,3.9,62.6,6,6,5,0
