Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2023-08-20,Tablet,Electronics,East,7.0,1197.0,103.34
2022-01-09,Tablet,Electronics,West,7.0,7623.0,1459.84
"Aug 14, 2022",,Accessories,North,9.0,3384.0,252.11
01-01-2022,Monitor,Accessories,South,8.0,1296.0,273.97
2024-07-25,Tablet,Electronics,West,8.0,,262.62
,Camera,Electronics,East,7.0,1540.0,342.93
2022-06-28,,Electronics,West,2.0,1414.0,308.39
04/26/2023,Camera,Electronics,,8.0,,466.38
2023-08-29,Camera,Electronics,North,2.0,744.0,217.21
2023-01-02,Mouse,Accessories,South,9.0,1773.0,168.01
2023-08-11,,Electronics,East,7.0,6034.0,1018.37
"Jun 22, 2023",Smartphone,Electronics,South,9.0,756.0,99.21
,Monitor,Accessories,East,8.0,2256.0,468.52
30-11-2023,Monitor,Accessories,?,7.0,875.0,203.63
2024-11-26,Headphones,Accessories,South,,1208.0,115.13
08/15/2023,Headphones,,South,2.0,352.0,
2023-02-23,Printer,Office,West,6.0,4266.0,357.51
26-03-2022,Tablet,,North,7.0,1841.0,496.89
27-07-2024,Camera,Electronics,East,,712.0,89.5
03/23/2024,Printer,Office,West,2.0,724.0,72.19
2024-12-09,Smartphone,Electronics,West,8.0,5832.0,662.72
"Jun 17, 2023",Keyboard,,South,6.0,4188.0,989.14
2023-09-21,Tablet,Electronics,West,1.0,392.0,50.7
2022-05-14,Laptop,Electronics,East,9.0,963.0,49.71
04/13/2024,Camera,Electronics,West,6.0,5706.0,319.46
2024-06-11,Headphones,Accessories,West,7.0,1365.0,312.04
23-05-2023,,Accessories,South,1.0,,11.24
24-12-2023,Smartphone,Electronics,North,9.0,2430.0,
N/A,Monitor,Accessories,?,3.0,2670.0,515.39
2022-01-21,,Electronics,South,7.0,2758.0,520.66
N/A,Monitor,Accessories,South,9.0,873.0,82.35
23-08-2023,Smartwatch,Electronics,West,9.0,7245.0,1410.92
2023-09-13,Camera,Electronics,,4.0,960.0,255.24
28-12-2024,Smartwatch,Electronics,East,4.0,1284.0,171.02
09-06-2023,Mouse,Accessories,West,4.0,512.0,110.47
2022/07/10,Smartwatch,Electronics,South,9.0,9729.0,2039.41
2023-01-11,Camera,Electronics,North,5.0,,166.16
26-07-2023,Mouse,Accessories,East,8.0,976.0,234.24
01/05/2024,Printer,Office,North,8.0,1824.0,495.35
,Smartphone,,South,4.0,3188.0,202.81
2023-11-29,Camera,Electronics,East,7.0,5467.0,556.02
2024/09/05,Smartphone,Electronics,,6.0,5406.0,1277.46
08-08-2024,Headphones,Accessories,,8.0,2984.0,742.31
2023-04-12,Printer,Office,North,1.0,919.0,193.35
18-08-2023,Camera,Electronics,South,6.0,1686.0,426.72
02-06-2023,Laptop,,West,7.0,4165.0,493.24
17-11-2023,Smartphone,Electronics,West,7.0,1281.0,282.63
2024/06/17,Smartwatch,Electronics,East,3.0,2829.0,362.16
06-04-2024,Monitor,Accessories,West,3.0,2211.0,292.31
"Dec 18, 2024",Headphones,Accessories,East,4.0,4740.0,607.81
09-12-2023,Camera,Electronics,East,1.0,718.0,169.09
,Headphones,,North,6.0,1716.0,108.81
22-04-2024,Monitor,Accessories,South,7.0,1547.0,152.59
2022-06-14,,Accessories,North,1.0,739.0,111.18
09/03/2023,Laptop,Electronics,West,3.0,819.0,231.88
19-12-2023,Laptop,Electronics,South,8.0,5696.0,1156.3
2023/01/22,Monitor,Accessories,South,,1706.0,184.71
2024-01-23,Camera,Electronics,North,2.0,2066.0,608.23
2024-06-07,Laptop,Electronics,North,2.0,256.0,35.66
2024/02/04,Smartphone,Electronics,North,2.0,1102.0,182.54
2024-08-31,Unknown,Accessories,North,8.0,2872.0,
2024-11-11,Tablet,Electronics,?,4.0,2584.0,394.52
07/27/2024,Mouse,Accessories,North,2.0,1366.0,298.32
N/A,Smartwatch,Electronics,South,7.0,1253.0,
03/24/2023,,Electronics,West,7.0,2618.0,300.81
,Headphones,Accessories,East,9.0,6822.0,1811.37
"Nov 05, 2023",Keyboard,Accessories,East,6.0,5286.0,636.16
2024-06-13,Monitor,Accessories,North,1.0,579.0,133.57
"Feb 28, 2022",Laptop,Electronics,West,8.0,1392.0,190.99
11/14/2022,Laptop,Electronics,West,9.0,2493.0,696.69
"Sep 17, 2023",Smartphone,Electronics,North,7.0,6461.0,766.45
2022/08/17,Tablet,Electronics,East,2.0,1486.0,201.07
2023-05-14,Printer,Office,South,1.0,1152.0,280.28
2022-03-12,Unknown,Electronics,West,2.0,1750.0,103.99
N/A,Smartphone,Electronics,West,7.0,,495.37
2024-07-05,Laptop,Electronics,South,4.0,3724.0,276.85
N/A,Camera,,West,,2220.0,121.14
"Jun 20, 2023",Monitor,Accessories,West,8.0,9104.0,2620.58
2024/08/08,Printer,Office,West,3.0,3093.0,584.23
N/A,Headphones,Accessories,South,6.0,3048.0,842.24
N/A,Smartphone,Electronics,North,,161.0,36.58
"Jul 23, 2023",Monitor,Accessories,West,7.0,7238.0,1889.69
2024-03-30,Smartphone,Electronics,North,3.0,3561.0,347.31
2022/08/07,Monitor,Accessories,North,5.0,1850.0,534.39
2022-03-06,Mouse,Accessories,West,6.0,3522.0,626.72
11/24/2023,,Electronics,East,1.0,584.0,172.4
08/31/2023,Smartphone,Electronics,East,4.0,2556.0,412.44
14-10-2023,Smartphone,Electronics,,2.0,348.0,56.31
16-05-2023,Monitor,Accessories,South,9.0,1602.0,142.49
19-06-2023,Monitor,Accessories,South,3.0,2853.0,437.59
"Jul 21, 2023",Printer,Office,West,1.0,1024.0,230.3
,Camera,Electronics,East,5.0,4485.0,1324.49
2023-08-06,Printer,Office,East,2.0,436.0,79.69
2024-10-21,Smartwatch,Electronics,,,2232.0,150.12
2022-08-14,Keyboard,Accessories,South,6.0,7056.0,1445.01
"Mar 15, 2022",Keyboard,Accessories,,5.0,875.0,96.65
01-02-2022,Smartwatch,Electronics,East,3.0,315.0,61.94
,Laptop,Electronics,East,2.0,358.0,51.75
2023-03-23,Camera,Electronics,South,7.0,3451.0,194.42
2022-02-10,Laptop,Electronics,North,9.0,1350.0,189.13
"Oct 19, 2023",Tablet,Electronics,West,8.0,3320.0,413.32
,Mouse,Accessories,North,9.0,8442.0,940.33
2022-06-17,,Accessories,South,1.0,,31.97
08/09/2023,Mouse,Accessories,North,5.0,3720.0,448.6
2023-07-11,Laptop,Electronics,South,2.0,1090.0,136.65
,Laptop,Electronics,West,9.0,9783.0,2347.49
2022-09-22,Smartphone,Electronics,North,4.0,2432.0,657.18
06/22/2023,Mouse,,North,7.0,4060.0,291.42
2023-03-26,Smartwatch,Electronics,North,1.0,387.0,99.59
"Aug 11, 2023",Smartwatch,Electronics,North,3.0,966.0,120.56
2024-05-17,Tablet,Electronics,North,3.0,3366.0,882.29
06/30/2024,Monitor,Accessories,?,7.0,7833.0,1843.94
09-04-2023,Monitor,Accessories,West,1.0,610.0,33.55
2022/05/28,Smartwatch,Electronics,West,8.0,4288.0,597.09
,Printer,,North,9.0,7740.0,605.35
08/20/2024,Smartwatch,Electronics,West,9.0,3150.0,457.13
2023/12/31,Keyboard,Accessories,?,2.0,894.0,224.75
2022-10-09,Laptop,Electronics,North,8.0,7544.0,1219.73
03/01/2024,Keyboard,Accessories,North,8.0,6360.0,1871.88
2022-03-19,Smartphone,Electronics,West,4.0,2428.0,485.75
10/05/2022,Headphones,Accessories,South,2.0,574.0,38.52
04/25/2023,Keyboard,Accessories,West,6.0,6744.0,660.47
N/A,Headphones,Accessories,North,6.0,798.0,213.4
2023-01-13,Printer,Office,North,5.0,2860.0,339.0
2022-04-03,Printer,Office,South,5.0,5410.0,1129.77
02/26/2023,Laptop,Electronics,West,5.0,4445.0,580.15
N/A,Smartwatch,Electronics,South,8.0,7536.0,1197.09
"Sep 26, 2023",Monitor,Accessories,North,7.0,4165.0,263.26
2024-02-19,Laptop,Electronics,East,3.0,3021.0,763.99
29-04-2024,Unknown,Accessories,North,2.0,310.0,70.66
05/15/2024,Headphones,Accessories,South,2.0,2170.0,522.0
N/A,Tablet,,West,3.0,2832.0,317.76
2022-07-31,Smartwatch,Electronics,West,5.0,3945.0,392.09
2022-09-10,Tablet,Electronics,South,4.0,2104.0,308.0
2022-08-24,Monitor,Accessories,South,2.0,2060.0,517.64
2024-06-23,Printer,,North,4.0,1060.0,155.78
"Jan 13, 2023",Smartwatch,Electronics,South,6.0,810.0,108.61
09/23/2022,Laptop,Electronics,,3.0,873.0,57.42
08-02-2022,Tablet,Electronics,West,,595.0,121.11
18-12-2022,Laptop,Electronics,West,2.0,1562.0,119.56
25-01-2022,Smartwatch,Electronics,East,9.0,5337.0,1575.99
2022-12-09,,Office,North,2.0,212.0,13.4
2023/06/14,Printer,Office,East,8.0,2704.0,705.74
2024-05-31,Laptop,Electronics,North,5.0,3225.0,523.32
2023-08-07,Monitor,Accessories,North,2.0,1342.0,184.59
13-07-2022,Mouse,Accessories,South,7.0,3395.0,1012.78
2024-12-01,Smartwatch,Electronics,East,4.0,3968.0,480.72
2024/04/12,,,West,5.0,4555.0,776.65
2022-02-26,Tablet,Electronics,West,2.0,2132.0,365.44
2022-03-31,Mouse,Accessories,West,,6516.0,842.83
"Aug 17, 2023",Smartwatch,Electronics,North,2.0,2040.0,481.15
2024-09-23,Mouse,Accessories,East,6.0,6126.0,428.38
2022-09-11,Smartwatch,Electronics,West,8.0,520.0,30.58
,Camera,Electronics,South,5.0,4470.0,526.96
2024-07-12,Smartwatch,Electronics,West,8.0,5504.0,1196.78
"Jan 11, 2022",Headphones,Accessories,West,4.0,3036.0,511.69
2024-10-05,Smartwatch,Electronics,East,5.0,2725.0,308.29
2024-09-16,Printer,Office,North,8.0,4080.0,336.96
2024-05-23,,Accessories,North,8.0,3080.0,
2023-06-08,Smartwatch,Electronics,North,5.0,1525.0,413.75
16-07-2022,Monitor,Accessories,South,4.0,,342.85
2023-07-24,Smartphone,Electronics,South,7.0,4669.0,803.21
2022-03-12,Smartwatch,Electronics,West,6.0,5310.0,1099.84
2023/01/12,Camera,Electronics,East,8.0,9392.0,2651.84
2022-11-03,Monitor,Accessories,South,5.0,1350.0,198.19
2024-03-14,Monitor,Accessories,North,4.0,3648.0,768.61
2023-07-27,Printer,Office,North,2.0,300.0,47.59
2022-08-14,Smartphone,Electronics,North,3.0,3408.0,727.26
2024/11/17,Keyboard,Accessories,South,9.0,4302.0,475.96
05/13/2024,Keyboard,Accessories,South,5.0,,771.24
2022/10/21,Laptop,Electronics,,8.0,9304.0,1855.7
04/15/2024,Monitor,Accessories,East,4.0,1928.0,232.48
2023/01/17,Printer,Office,East,2.0,1042.0,86.24
11/28/2023,Tablet,Electronics,East,3.0,2214.0,507.7
2024-05-03,Keyboard,,South,4.0,3024.0,678.26
08/11/2023,,Electronics,,2.0,1104.0,173.01
,Mouse,Accessories,East,8.0,6056.0,1631.71
2023-02-07,,Accessories,South,5.0,5295.0,1375.98
2022/01/19,Smartphone,Electronics,North,4.0,3668.0,839.4
"Jun 30, 2023",Printer,,South,9.0,4293.0,295.47
08/19/2022,Mouse,Accessories,North,7.0,5789.0,950.45
08/27/2023,Smartwatch,Electronics,North,6.0,4440.0,800.92
N/A,Printer,Office,South,5.0,5515.0,330.02
2024-10-12,Camera,Electronics,North,4.0,784.0,192.77
06/15/2024,Laptop,Electronics,East,4.0,576.0,156.59
09/09/2024,Smartwatch,Electronics,West,5.0,705.0,198.62
24-09-2023,Keyboard,Accessories,North,6.0,4458.0,1215.3
08/25/2022,Smartphone,Electronics,East,6.0,6780.0,811.92
,Smartwatch,Electronics,North,5.0,,642.7
2023-01-08,Monitor,Accessories,North,7.0,5131.0,368.11
2022-10-02,Laptop,Electronics,East,7.0,1750.0,90.21
11-02-2022,Tablet,,East,7.0,8337.0,753.35
2022-09-15,Keyboard,Accessories,East,9.0,9810.0,549.46
2024-01-28,Keyboard,Accessories,,3.0,2658.0,794.36
23-07-2022,Printer,Office,West,,,43.65
01/14/2022,Tablet,Electronics,North,9.0,2205.0,410.01
2023-06-13,Smartphone,Electronics,South,9.0,6948.0,1409.3
N/A,Tablet,Electronics,North,3.0,774.0,212.02
12/26/2023,Tablet,Electronics,North,3.0,2532.0,343.13
11/16/2024,Laptop,Electronics,West,7.0,6587.0,1173.91
01-04-2024,,Electronics,East,7.0,7266.0,806.79
2024-11-27,Unknown,Electronics,?,7.0,,502.06
2023/07/01,Camera,Electronics,South,9.0,4887.0,396.36
"Feb 13, 2023",Mouse,Accessories,West,4.0,864.0,251.99
09-11-2023,Smartphone,Electronics,East,6.0,,1215.07
2022/05/20,Keyboard,Accessories,South,8.0,2128.0,294.45
2024/06/26,Mouse,Accessories,East,2.0,1718.0,218.82
2022-05-02,Smartphone,Electronics,North,2.0,1270.0,229.39
05/18/2023,Keyboard,Accessories,East,7.0,2569.0,130.19
2022-02-14,Printer,Office,South,2.0,1518.0,262.65
2022-11-22,Headphones,Accessories,South,2.0,1210.0,268.37
03/15/2022,Mouse,Accessories,East,2.0,1128.0,94.13
08/23/2023,Headphones,Accessories,North,1.0,1077.0,77.97
2023-12-18,Keyboard,Accessories,East,6.0,2244.0,517.47
09/16/2022,Mouse,Accessories,West,8.0,1608.0,464.18
15-12-2024,Camera,Electronics,West,,3685.0,476.2
2024-04-25,Camera,Electronics,North,8.0,4080.0,1079.49
2024-02-09,Monitor,Accessories,North,1.0,404.0,84.4
,Keyboard,Accessories,South,2.0,1738.0,163.38
2023-01-31,Printer,Office,West,3.0,828.0,210.33
"Nov 24, 2023",Mouse,Accessories,North,4.0,4344.0,461.72
2023-10-02,Tablet,Electronics,North,1.0,1130.0,268.88
2024-04-18,Headphones,Accessories,North,3.0,1698.0,304.91
2023/06/27,Tablet,Electronics,East,4.0,844.0,136.02
"Feb 20, 2023",Printer,Office,West,2.0,2286.0,218.18
12-12-2023,Camera,Electronics,East,2.0,1026.0,
04-10-2023,Laptop,Electronics,West,6.0,6984.0,1433.65
18-02-2022,Monitor,Accessories,West,4.0,,432.35
2023-01-08,Laptop,Electronics,North,6.0,1092.0,63.98
2024-04-01,Headphones,Accessories,South,2.0,272.0,24.71
2023-11-12,Headphones,Accessories,West,2.0,1126.0,204.99
22-10-2023,Mouse,Accessories,,7.0,8155.0,2177.38
2023/03/29,Smartwatch,Electronics,East,7.0,4298.0,358.38
"Dec 17, 2022",Smartphone,Electronics,East,5.0,1365.0,310.66
2024/11/28,Camera,Electronics,West,6.0,4116.0,381.35
N/A,Headphones,Accessories,South,8.0,904.0,181.45
05-12-2024,Smartwatch,Electronics,South,,70.0,10.64
2023-09-03,Keyboard,Accessories,East,2.0,344.0,72.87
19-08-2023,Printer,Office,East,1.0,330.0,78.52
2024-08-17,Headphones,Accessories,South,2.0,518.0,34.22
18-08-2022,Mouse,Accessories,North,9.0,2763.0,458.4
2022-03-26,Smartwatch,,North,2.0,,343.53
2024-10-02,Monitor,Accessories,South,,436.0,73.89
"Sep 28, 2022",Mouse,Accessories,East,6.0,1824.0,213.47
2024-05-12,Laptop,Electronics,North,5.0,1540.0,411.83
2023/03/14,Tablet,Electronics,East,,5572.0,385.82
21-09-2023,Monitor,Accessories,East,6.0,3030.0,335.71
"May 02, 2024",Monitor,Accessories,West,5.0,1245.0,345.84
"Jan 31, 2022",Tablet,Electronics,South,4.0,1252.0,326.69
N/A,Unknown,Electronics,?,9.0,,479.28
"Feb 16, 2023",Monitor,Accessories,West,7.0,8162.0,443.81
26-05-2023,Monitor,Accessories,East,,1370.0,253.92
28-12-2023,Tablet,Electronics,North,3.0,3111.0,607.23
2022-10-10,Mouse,Accessories,,7.0,7805.0,1078.03
,Smartphone,Electronics,South,9.0,10314.0,2729.6
"Sep 29, 2023",Keyboard,Accessories,South,9.0,10782.0,2730.14
2024-10-22,Monitor,Accessories,West,5.0,4375.0,987.96
2023-07-31,Monitor,Accessories,North,5.0,2265.0,595.05
2022/04/15,Laptop,Electronics,East,1.0,166.0,9.69
2024-04-24,Headphones,Accessories,North,7.0,7217.0,1481.7
2022-01-16,Tablet,Electronics,East,3.0,1767.0,186.54
2023-12-06,Laptop,Electronics,East,3.0,,557.81
"Sep 04, 2024",Smartwatch,Electronics,South,3.0,1338.0,396.08
24-08-2024,Printer,Office,East,9.0,9459.0,604.06
06/10/2022,Printer,Office,North,3.0,,45.31
2022-10-03,Smartphone,Electronics,South,9.0,4536.0,479.78
25-02-2022,Mouse,Accessories,East,4.0,4404.0,793.7
2023-08-18,Monitor,Accessories,North,4.0,1952.0,148.67
2022/12/23,Mouse,Accessories,North,3.0,2004.0,467.76
2022-06-30,Keyboard,Accessories,South,4.0,468.0,131.48
11/10/2024,Smartphone,Electronics,West,9.0,8667.0,1597.49
2024-02-24,Printer,Office,West,7.0,6097.0,567.32
2022-04-11,Headphones,Accessories,South,9.0,4752.0,1415.65
2023/05/10,Keyboard,Accessories,,1.0,1172.0,124.9
2022/05/20,Keyboard,Accessories,North,2.0,1608.0,170.29
21-05-2023,Printer,Office,South,7.0,7595.0,969.07
2024-07-17,Smartwatch,Electronics,West,,1142.0,306.84
2024-11-18,Keyboard,Accessories,North,2.0,116.0,13.67
2022-06-06,Smartphone,Electronics,East,9.0,3951.0,908.13
21-12-2023,Keyboard,Accessories,East,2.0,1606.0,138.96
16-11-2022,Headphones,Accessories,South,3.0,2025.0,403.0
2023-07-24,Smartwatch,Electronics,West,2.0,2006.0,235.52
05-06-2024,Camera,Electronics,?,9.0,9423.0,652.06
08/24/2022,Laptop,Electronics,North,4.0,2276.0,399.94
08/22/2022,Monitor,Accessories,West,5.0,4880.0,664.06
2024-11-18,Laptop,Electronics,East,3.0,1773.0,183.15
2023/01/21,Smartwatch,Electronics,South,9.0,2718.0,195.97
2022-11-07,,Accessories,East,4.0,3168.0,939.45
01/31/2022,Camera,Electronics,West,2.0,1716.0,368.06
2024-02-07,Smartphone,Electronics,West,2.0,214.0,14.08
04-06-2024,Camera,Electronics,East,2.0,2092.0,366.12
03/21/2024,Headphones,Accessories,West,3.0,225.0,46.96
26-03-2023,Smartwatch,Electronics,East,1.0,859.0,217.67
2022-04-10,Printer,Office,West,2.0,2070.0,183.41
2024-06-10,Keyboard,Accessories,South,6.0,,758.19
08-10-2022,Tablet,Electronics,East,2.0,1748.0,506.52
2023-07-06,,Accessories,West,8.0,2080.0,108.48
2022-06-18,Smartwatch,Electronics,North,,2193.0,521.14
2023-06-08,Headphones,Accessories,West,5.0,2080.0,614.77
2022-05-13,Mouse,Accessories,South,5.0,5070.0,986.39
2024-03-08,Laptop,Electronics,South,7.0,469.0,47.4
2023-10-08,Printer,Office,South,1.0,802.0,153.55
2024-12-31,Smartphone,Electronics,West,,930.0,213.6
2022/03/11,Smartwatch,Electronics,South,1.0,495.0,55.17
2024-08-01,Monitor,,East,6.0,4938.0,847.89
2022-08-21,Tablet,Electronics,South,2.0,1300.0,267.46
2024/12/11,Mouse,Accessories,,7.0,2100.0,131.67
03/13/2024,Camera,Electronics,South,2.0,2248.0,636.52
"Dec 05, 2023",Headphones,Accessories,,8.0,7096.0,991.23
"May 13, 2022",Headphones,Accessories,East,3.0,1992.0,252.21
2022-01-29,Camera,Electronics,South,4.0,4056.0,1189.26
"Dec 22, 2022",Camera,Electronics,East,2.0,1986.0,208.88
2024-04-07,Printer,Office,East,3.0,,196.73
2022-03-05,Smartwatch,Electronics,East,9.0,3132.0,443.27
,Smartphone,Electronics,South,8.0,7064.0,1554.52
"Mar 16, 2024",Camera,,East,1.0,907.0,249.2
14-01-2023,Mouse,Accessories,South,9.0,7938.0,1191.41
11-11-2023,Printer,Office,South,4.0,4360.0,1207.46
2024/08/19,Keyboard,Accessories,West,3.0,375.0,95.04
09/24/2022,Monitor,Accessories,North,7.0,826.0,101.01
2023-11-04,Headphones,Accessories,East,1.0,1011.0,186.42
2023-09-09,Mouse,Accessories,East,3.0,807.0,148.58
2024-12-17,,Accessories,North,2.0,1840.0,367.7
"Feb 07, 2022",Keyboard,Accessories,West,5.0,4550.0,1039.34
07-01-2024,Smartphone,Electronics,North,9.0,8793.0,901.7
"Jul 09, 2024",Headphones,Accessories,North,5.0,310.0,32.01
,Headphones,Accessories,East,3.0,1143.0,275.04
2022-03-10,Monitor,Accessories,West,3.0,2610.0,740.21
"Jul 31, 2022",Tablet,Electronics,West,6.0,1494.0,269.25
2023-07-05,,Electronics,North,4.0,1524.0,189.32
21-11-2023,,Electronics,North,9.0,9441.0,2171.42
06/18/2022,Smartphone,Electronics,South,4.0,3520.0,417.26
2023-03-29,Tablet,Electronics,West,2.0,390.0,
2024-01-27,Printer,Office,South,3.0,3219.0,255.09
2024-09-29,Laptop,Electronics,North,1.0,450.0,75.89
2023-08-12,Smartwatch,Electronics,South,4.0,828.0,216.98
2022-01-17,Printer,Office,?,1.0,1146.0,152.79
07/09/2024,Monitor,Accessories,West,3.0,1986.0,361.33
2023-03-21,Smartwatch,Electronics,North,8.0,7264.0,1776.83
06/08/2023,Laptop,Electronics,East,7.0,7469.0,915.63
,Laptop,Electronics,,5.0,1385.0,165.55
2023-03-13,Tablet,Electronics,North,4.0,4556.0,315.07
2024/02/08,Monitor,Accessories,North,3.0,456.0,61.42
"Nov 15, 2024",Monitor,Accessories,North,2.0,1984.0,125.13
"Sep 17, 2024",Smartwatch,Electronics,North,6.0,5178.0,1321.58
2023-05-11,Smartwatch,Electronics,West,1.0,281.0,
2024-11-26,Monitor,Accessories,South,9.0,3033.0,177.92
2022-03-27,Camera,Electronics,East,3.0,1107.0,65.88
10-04-2022,Mouse,Accessories,South,3.0,1446.0,356.7
2024/07/27,Printer,Office,North,3.0,1335.0,263.04
23-01-2023,Mouse,Accessories,South,2.0,266.0,20.11
2024-04-22,Smartphone,Electronics,West,6.0,648.0,162.3
2023/03/15,Tablet,Electronics,South,2.0,,
05/25/2024,Smartphone,,West,6.0,,1640.19
2022/03/16,Headphones,Accessories,East,5.0,4920.0,
2023/01/07,Camera,Electronics,West,5.0,5440.0,457.04
04/25/2024,Smartphone,Electronics,West,7.0,7994.0,908.65
,Camera,Electronics,South,9.0,3780.0,724.36
27-05-2023,Smartphone,Electronics,North,1.0,1017.0,209.97
31-01-2023,Smartphone,Electronics,West,6.0,1578.0,82.85
09-10-2023,Smartphone,Electronics,South,2.0,912.0,161.37
"Apr 29, 2024",,Electronics,West,6.0,2520.0,182.59
06-12-2024,Mouse,Accessories,East,8.0,2632.0,262.55
2023-07-10,Monitor,Accessories,West,6.0,6582.0,729.68
2024-01-16,Camera,Electronics,East,8.0,3432.0,172.69
09/10/2023,Keyboard,Accessories,South,2.0,1030.0,254.65
2022-10-13,Mouse,Accessories,West,8.0,1192.0,289.91
2024-07-24,Printer,Office,West,9.0,,994.47
2022-02-22,Printer,Office,South,7.0,3675.0,227.14
10/30/2023,Monitor,Accessories,North,4.0,4740.0,833.27
2024-04-14,Headphones,,,4.0,1716.0,364.96
02/07/2023,Printer,Office,South,7.0,3528.0,260.06
2022-06-22,Camera,Electronics,South,3.0,777.0,
"Apr 29, 2022",Camera,Electronics,East,4.0,3368.0,558.93
2022-10-11,Tablet,Electronics,North,,4240.0,
"Apr 15, 2022",,,South,,3285.0,292.87
"Jan 14, 2023",Smartphone,Electronics,South,6.0,4872.0,612.73
24-08-2022,Smartphone,Electronics,East,9.0,2466.0,638.41
10/26/2024,Tablet,Electronics,West,5.0,,497.19
05/15/2023,Tablet,Electronics,North,3.0,612.0,40.15
25-10-2022,Tablet,Electronics,,5.0,4170.0,658.98
2023/03/13,Camera,Electronics,South,8.0,1088.0,160.33
"Jul 30, 2024",Keyboard,Accessories,West,2.0,1626.0,354.49
11/06/2023,Smartphone,Electronics,North,6.0,6486.0,359.49
"Dec 14, 2022",Monitor,,West,8.0,6968.0,1226.22
03-01-2024,Smartphone,Electronics,North,1.0,357.0,82.86
2024-02-17,Laptop,Electronics,South,1.0,454.0,58.4
04/04/2024,Tablet,Electronics,East,3.0,3582.0,501.47
2024-06-25,Tablet,Electronics,West,9.0,3762.0,
2024-10-31,Smartwatch,Electronics,South,9.0,6642.0,394.48
2024-09-25,Monitor,Accessories,West,4.0,408.0,45.2
"Mar 08, 2024",Unknown,Electronics,,1.0,105.0,25.26
2024-05-04,,Electronics,West,3.0,2682.0,584.69
2022/07/11,Keyboard,Accessories,,7.0,497.0,76.31
08/19/2022,Printer,Office,South,7.0,4823.0,420.58
2024-10-01,Smartwatch,Electronics,North,8.0,4048.0,666.1
2023-10-19,Printer,Office,South,,2758.0,459.02
12/23/2022,Smartphone,Electronics,North,,4096.0,266.35
10/11/2024,Printer,,North,,,1318.0
04/09/2022,Mouse,Accessories,East,6.0,4302.0,957.38
2022-03-03,Printer,Office,?,7.0,3297.0,583.86
2023-01-27,,Office,North,5.0,5960.0,1139.78
2024-01-22,Keyboard,Accessories,West,1.0,386.0,114.9
01/20/2022,Printer,Office,West,1.0,684.0,170.36
2022-06-15,Laptop,,South,3.0,1275.0,168.64
18-05-2023,Mouse,Accessories,North,9.0,5949.0,368.51
2023/02/06,Camera,Electronics,East,7.0,5159.0,755.22
01-07-2022,Monitor,Accessories,,4.0,1100.0,127.13
2024-01-26,Mouse,Accessories,South,2.0,290.0,50.23
2023-08-05,Smartwatch,Electronics,East,8.0,7144.0,492.1
09-08-2022,Keyboard,Accessories,West,5.0,4200.0,330.48
2022-02-08,,Accessories,?,6.0,5022.0,291.89
2024/12/13,Smartphone,,West,2.0,2354.0,371.34
10-10-2024,Smartphone,Electronics,South,2.0,2032.0,149.7
,Printer,Office,South,8.0,9528.0,1942.35
"May 25, 2024",Keyboard,Accessories,,2.0,2372.0,275.88
2022-02-14,,Electronics,West,3.0,2703.0,609.75
04-05-2023,Laptop,Electronics,South,4.0,1264.0,267.82
2024-05-21,Smartphone,Electronics,South,4.0,1624.0,333.74
2023-05-14,Mouse,Accessories,West,,2976.0,507.77
N/A,Headphones,Accessories,West,6.0,4998.0,863.82
18-04-2024,Printer,Office,South,1.0,445.0,29.57
2022-10-20,Printer,Office,West,1.0,98.0,28.57
22-08-2022,Tablet,Electronics,North,7.0,4102.0,354.03
,Printer,Office,North,1.0,1016.0,171.31
2023-08-18,Headphones,Accessories,?,4.0,1960.0,234.88
2024-09-15,Mouse,Accessories,,7.0,2751.0,675.95
2022/07/15,Smartphone,Electronics,East,7.0,4032.0,742.98
"Jul 28, 2024",,Electronics,West,7.0,5978.0,1791.25
16-12-2023,Headphones,Accessories,West,7.0,8050.0,2129.97
"May 24, 2024",Monitor,Accessories,East,7.0,4648.0,1240.98
2022/06/14,Smartphone,Electronics,North,3.0,1119.0,108.68
14-06-2023,Printer,Office,,9.0,2178.0,382.67
12/11/2024,Laptop,Electronics,East,1.0,918.0,180.31
05-02-2023,Smartphone,Electronics,East,9.0,6903.0,837.35
08/21/2023,Keyboard,Accessories,North,5.0,4855.0,534.23
2023-12-18,Camera,Electronics,South,,2158.0,483.94
2023-04-13,Mouse,Accessories,North,7.0,4550.0,1077.8
2023-09-24,Tablet,Electronics,West,4.0,3592.0,249.54
2022-12-19,Tablet,Electronics,South,8.0,3488.0,943.25
,Monitor,,,2.0,1214.0,163.8
09/21/2024,Mouse,Accessories,West,9.0,,1469.23
2023-03-24,Laptop,Electronics,East,8.0,1808.0,339.31
2022-12-29,Camera,Electronics,West,9.0,7083.0,560.88
2024-06-05,Monitor,Accessories,East,4.0,,260.21
"Nov 17, 2022",Smartwatch,Electronics,South,9.0,7182.0,461.61
2024-05-07,Smartphone,Electronics,West,6.0,5532.0,552.74
2024/08/23,Headphones,Accessories,South,8.0,1800.0,326.03
"Dec 17, 2023",Headphones,Accessories,South,1.0,351.0,32.61
"Nov 10, 2022",Smartwatch,Electronics,West,2.0,1200.0,191.43
2023-12-01,Tablet,Electronics,South,9.0,1593.0,322.46
