,Order Date,Product Name,Category,Region,Quantity,Sales,Profit,percentage
332,2024-11-16,Tablet,Electronics,South,7.0,7161.0,630.76,8.808267001815388
333,2023-03-13,Printer,Office,North,5.0,1850.0,346.4,18.724324324324325
334,2024-03-11,Tablet,Electronics,South,6.0,4254.0,938.66,22.06535025858016
335,2024-11-19,Keyboard,Accessories,East,5.0,2285.0,279.9,12.249452954048138
336,2024-04-29,Keyboard,Accessories,West,7.0,5775.0,680.6,11.785281385281387
337,2022-10-21,Smartphone,Electronics,North,9.0,9360.0,910.35,9.725961538461538
338,2022-05-17,Camera,Electronics,East,9.0,5634.0,464.71,8.248313809016684
339,2024-03-29,Smartphone,Electronics,North,4.0,2644.0,731.86,27.680030257186083
340,2023-09-24,Laptop,Electronics,East,7.0,1869.0,357.27,19.115569823434992
341,2023-06-17,Laptop,Electronics,West,4.0,1920.0,549.11,28.59947916666667
342,2024-05-20,Headphones,Accessories,West,3.0,2577.0,196.37,7.6201008925106715
343,2024-10-06,Camera,Electronics,East,3.0,828.0,117.95,14.245169082125605
344,2022-01-31,Camera,Electronics,South,2.0,1580.0,403.76,25.554430379746833
345,2023-09-13,Camera,Electronics,East,9.0,9009.0,1909.26,21.19280719280719
346,2022-01-10,Smartphone,Electronics,East,9.0,7425.0,1580.86,21.291043771043768
347,2024-12-24,Monitor,Accessories,West,5.0,2945.0,672.35,22.830220713073004
348,2023-07-19,Mouse,Accessories,West,3.0,294.0,22.9,7.7891156462585025
349,2024-05-17,Mouse,Accessories,South,5.0,5875.0,789.23,13.433702127659576
350,2024-01-10,Monitor,Accessories,South,4.0,2360.0,391.82,16.602542372881356
351,2023-10-27,Smartwatch,Electronics,North,6.0,1344.0,338.4,25.178571428571427
352,2024-12-04,Camera,Electronics,South,8.0,2192.0,441.77,20.15374087591241
353,2023-01-28,Smartphone,Electronics,East,7.0,3955.0,1144.76,28.944627054361565
354,2022-12-28,Camera,Electronics,North,1.0,1163.0,115.09,9.895958727429063
355,2022-09-24,Smartwatch,Electronics,North,9.0,5004.0,973.65,19.457434052757794
356,2023-05-06,Mouse,Accessories,North,8.0,9128.0,1342.19,14.704097283085012
357,2023-07-13,Laptop,Electronics,East,4.0,4700.0,576.34,12.262553191489364
358,2024-08-03,Keyboard,Accessories,South,9.0,4572.0,279.54,6.1141732283464565
359,2023-06-04,Smartphone,Electronics,West,3.0,3117.0,829.09,26.598973371831892
360,2023-07-14,Monitor,Accessories,West,9.0,2889.0,604.19,20.913464866735897
361,2024-11-08,Smartwatch,Electronics,East,9.0,3654.0,581.9,15.925013683634374
362,2023-09-12,Printer,Office,East,6.0,5610.0,298.77,5.3256684491978605
363,2024-01-24,Keyboard,Accessories,South,1.0,1112.0,272.81,24.533273381294965
364,2022-10-01,Monitor,Accessories,West,5.0,4690.0,706.74,15.06908315565032
365,2023-12-19,Camera,Electronics,North,7.0,7203.0,523.52,7.2680827433014015
366,2022-11-20,Unknown,Electronics,North,4.0,3640.0,695.31,19.101923076923075
367,2022-11-11,Smartphone,Electronics,East,1.0,1131.0,304.62,26.93368700265252
368,2022-11-23,Headphones,Accessories,South,3.0,3546.0,490.28,13.826283135927806
369,2024-03-01,Tablet,Electronics,South,5.0,2270.0,546.56,24.077533039647577
370,2023-07-07,Keyboard,Accessories,West,2.0,1354.0,136.91,10.11152141802068
371,2023-04-20,Headphones,Accessories,West,7.0,6811.0,1423.57,20.901042431361034
372,2022-02-09,Smartwatch,Electronics,East,3.0,1410.0,232.65,16.5
373,2022-10-17,Keyboard,Accessories,North,2.0,1170.0,249.99,21.366666666666667
374,2022-07-31,Monitor,Accessories,East,5.0,3645.0,388.31,10.653223593964336
375,2023-02-24,Headphones,Accessories,East,6.0,5358.0,568.34,10.607316162747296
376,2024-05-18,Unknown,Electronics,North,5.0,1775.0,486.37,27.401126760563383
377,2023-05-19,Headphones,Accessories,South,9.0,4905.0,1351.25,27.548419979612643
378,2022-09-29,Mouse,Accessories,East,6.0,4260.0,372.33,8.740140845070423
379,2024-09-03,Printer,Office,East,2.0,1632.0,292.78,17.939950980392155
380,2023-07-17,Camera,Electronics,West,5.0,4590.0,347.14,7.562962962962963
381,2022-04-14,Laptop,Electronics,East,9.0,8496.0,2182.42,25.68761770244821
382,2022-03-14,Camera,Electronics,North,1.0,812.0,51.13,6.296798029556651
383,2023-07-15,Monitor,Accessories,West,6.0,1764.0,465.93,26.41326530612245
384,2024-05-13,Printer,Office,West,1.0,1012.0,172.67,17.06225296442688
385,2022-12-05,Headphones,Accessories,North,6.0,5628.0,1033.15,18.357320540156362
386,2023-03-28,Headphones,Accessories,West,3.0,2295.0,244.83,10.667973856209152
387,2024-04-19,Printer,Office,East,2.0,2190.0,477.8,21.817351598173516
388,2024-10-11,Tablet,Electronics,East,7.0,3500.0,919.35,26.267142857142854
389,2023-01-06,Mouse,Accessories,North,5.0,945.0,194.03,20.53227513227513
390,2022-02-19,Mouse,Accessories,West,6.0,5622.0,1382.67,24.59391675560299
391,2023-07-13,Camera,Electronics,East,3.0,2325.0,309.49,13.311397849462367
392,2022-08-03,Keyboard,Accessories,South,1.0,1157.0,252.08,21.787381158167676
393,2024-01-30,Printer,Office,West,3.0,531.0,126.24,23.774011299435028
394,2024-10-15,Smartphone,Electronics,East,4.0,1896.0,191.7,10.110759493670885
395,2022-08-18,Monitor,Accessories,West,7.0,1876.0,129.25,6.889658848614072
396,2023-08-19,Camera,Electronics,East,6.0,1182.0,236.12,19.97631133671743
397,2022-03-14,Smartphone,Electronics,North,5.0,4255.0,961.41,22.594829612220916
398,2022-09-23,Keyboard,Accessories,North,1.0,644.0,49.25,7.64751552795031
399,2024-05-17,Unknown,Accessories,South,3.0,1827.0,94.4,5.166940339354133
400,2024-10-27,Camera,Electronics,North,1.0,930.0,136.16,14.640860215053763
401,2022-02-15,Camera,Electronics,South,4.0,528.0,152.8,28.93939393939394
402,2022-02-23,Monitor,Accessories,South,6.0,4236.0,739.22,17.450897072710102
403,2023-01-14,Headphones,Accessories,North,4.0,1664.0,190.82,11.467548076923077
404,2023-01-12,Smartwatch,Electronics,North,3.0,2727.0,554.46,20.332233223322334
405,2024-12-06,Mouse,Accessories,West,7.0,8288.0,1945.03,23.46802606177606
406,2024-03-12,Laptop,Electronics,West,9.0,1062.0,73.58,6.9284369114877595
407,2023-10-01,Smartphone,Electronics,East,3.0,1140.0,226.52,19.870175438596494
408,2024-05-02,Monitor,Accessories,South,5.0,3490.0,205.04,5.875071633237822
409,2022-04-02,Smartwatch,Electronics,South,6.0,4374.0,702.62,16.06355738454504
410,2024-02-11,Smartphone,Electronics,South,6.0,3366.0,541.86,16.098039215686274
411,2024-04-02,Printer,Office,East,6.0,822.0,231.62,28.177615571776155
412,2022-08-30,Unknown,Accessories,East,1.0,763.0,217.94,28.563564875491483
413,2022-07-15,Headphones,Accessories,West,4.0,3408.0,856.98,25.14612676056338
414,2022-02-21,Tablet,Electronics,West,7.0,2282.0,537.71,23.56310254163015
415,2023-10-24,Monitor,Accessories,North,3.0,474.0,83.32,17.578059071729957
416,2023-04-16,Monitor,Accessories,West,5.0,680.0,176.44,25.94705882352941
417,2023-10-15,Headphones,Accessories,West,9.0,8496.0,1721.6,20.263653483992467
418,2023-10-24,Mouse,Accessories,South,6.0,4014.0,717.44,17.873442949676136
419,2024-07-26,Laptop,Electronics,East,1.0,687.0,62.82,9.14410480349345
420,2024-10-31,Smartwatch,Electronics,South,3.0,2943.0,234.27,7.960244648318043
421,2022-04-28,Printer,Office,East,7.0,5649.0,660.37,11.690033634271552
422,2024-08-15,Tablet,Electronics,North,8.0,3296.0,623.67,18.922026699029125
423,2022-11-01,Tablet,Electronics,East,1.0,120.0,9.43,7.8583333333333325
424,2023-06-13,Printer,Office,East,1.0,1176.0,182.07,15.482142857142856
425,2023-05-20,Camera,Electronics,South,6.0,4302.0,965.02,22.431892143189213
426,2024-06-17,Headphones,Accessories,East,3.0,3033.0,458.41,15.114078470161557
427,2023-07-14,Mouse,Accessories,South,9.0,6363.0,1752.65,27.544397296872546
428,2022-03-23,Keyboard,Accessories,South,4.0,3496.0,1032.81,29.542620137299767
429,2022-02-28,Headphones,Accessories,East,6.0,1530.0,218.99,14.313071895424837
430,2023-09-11,Keyboard,Accessories,West,4.0,3568.0,764.2,21.418161434977577
431,2022-11-13,Smartphone,Electronics,West,1.0,954.0,48.97,5.133123689727463
432,2024-03-17,Camera,Electronics,West,4.0,1196.0,223.66,18.70066889632107
433,2022-02-13,Smartwatch,Electronics,North,4.0,2136.0,217.47,10.1811797752809
434,2024-07-13,Printer,Office,South,9.0,8496.0,2316.03,27.260240112994357
435,2024-05-07,Laptop,Electronics,West,7.0,7280.0,1450.82,19.928846153846152
436,2022-09-24,Smartwatch,Electronics,South,5.0,4935.0,625.39,12.672543059777103
437,2024-08-12,Tablet,Electronics,South,8.0,9056.0,872.48,9.63427561837456
438,2022-03-03,Printer,Office,South,2.0,1570.0,247.7,15.777070063694268
439,2022-02-03,Camera,Electronics,North,3.0,2181.0,517.02,23.70563961485557
440,2022-12-06,Keyboard,Accessories,West,7.0,6552.0,635.09,9.693070818070819
441,2023-11-21,Mouse,Accessories,West,3.0,2631.0,157.19,5.9745343975674645
442,2024-11-06,Monitor,Accessories,West,2.0,760.0,192.42,25.318421052631578
443,2024-07-05,Unknown,Electronics,East,3.0,3183.0,868.73,27.292805529374803
444,2023-04-07,Monitor,Accessories,West,5.0,4260.0,229.77,5.393661971830986
445,2022-07-26,Smartphone,Electronics,West,1.0,1041.0,132.46,12.724303554274737
446,2022-05-18,Smartwatch,Electronics,East,3.0,1692.0,348.81,20.615248226950357
447,2022-03-15,Camera,Electronics,North,4.0,1728.0,403.06,23.32523148148148
448,2023-10-13,Camera,Electronics,South,4.0,4484.0,893.27,19.92127564674398
449,2024-06-19,Smartphone,Electronics,East,7.0,4123.0,750.05,18.191850594227503
450,2024-11-03,Mouse,Accessories,East,2.0,2372.0,392.07,16.529089376053964
451,2023-04-16,Smartphone,Electronics,East,7.0,5201.0,745.2,14.328013843491638
452,2024-09-27,Mouse,Accessories,South,5.0,3100.0,695.28,22.428387096774195
453,2023-03-06,Tablet,Electronics,South,6.0,5952.0,971.53,16.322748655913976
454,2023-10-01,Smartphone,Electronics,East,4.0,1932.0,472.91,24.477743271221534
455,2024-09-12,Monitor,Accessories,South,4.0,4324.0,288.12,6.663274745605921
456,2024-07-30,Laptop,Electronics,South,4.0,2708.0,302.14,11.157311669128507
457,2022-03-29,Printer,Office,West,8.0,7944.0,1142.83,14.386077542799597
458,2023-01-01,Printer,Office,West,9.0,5904.0,1440.45,24.397865853658537
459,2024-03-20,Printer,Office,South,5.0,4970.0,1080.12,21.7327967806841
460,2022-02-25,Mouse,Accessories,East,4.0,2532.0,404.96,15.993680884676145
461,2024-12-19,Tablet,Electronics,South,8.0,9328.0,1008.6,10.812607204116638
462,2024-02-29,Smartwatch,Electronics,South,6.0,1290.0,343.35,26.616279069767444
463,2024-11-21,Laptop,Electronics,North,7.0,5096.0,971.5,19.06397174254317
464,2022-07-20,Tablet,Electronics,East,4.0,4120.0,710.07,17.23470873786408
465,2024-04-09,Smartphone,Electronics,West,7.0,1652.0,397.49,24.061138014527845
466,2022-07-07,Laptop,Electronics,South,1.0,1028.0,240.61,23.405642023346303
467,2023-05-01,Monitor,Accessories,East,4.0,4580.0,655.14,14.304366812227073
468,2024-01-28,Monitor,Accessories,South,8.0,2152.0,196.53,9.132434944237918
469,2024-01-02,Mouse,Accessories,West,4.0,1344.0,140.52,10.455357142857144
470,2024-12-17,Keyboard,Accessories,West,1.0,960.0,95.88,9.987499999999999
471,2023-11-30,Smartphone,Electronics,North,7.0,2639.0,268.88,10.188707843880257
472,2024-06-05,Printer,Office,South,5.0,1025.0,246.15,24.014634146341464
473,2022-01-13,Monitor,Accessories,West,2.0,1924.0,434.86,22.6018711018711
474,2023-08-29,Smartphone,Electronics,North,2.0,1660.0,362.88,21.86024096385542
475,2022-05-23,Printer,Office,West,1.0,985.0,105.09,10.669035532994924
476,2024-10-21,Camera,Electronics,West,4.0,2792.0,725.35,25.979584527220634
477,2024-05-12,Smartwatch,Electronics,North,3.0,564.0,108.35,19.210992907801415
478,2023-01-25,Laptop,Electronics,South,5.0,2365.0,667.61,28.228752642706134
479,2024-04-01,Smartphone,Electronics,West,6.0,3252.0,834.84,25.67158671586716
480,2024-05-05,Camera,Electronics,North,1.0,276.0,42.68,15.463768115942027
481,2024-05-20,Mouse,Accessories,West,3.0,3408.0,205.76,6.037558685446009
482,2022-10-20,Laptop,Electronics,East,6.0,1398.0,180.88,12.938483547925609
483,2023-01-12,Keyboard,Accessories,South,1.0,1178.0,161.06,13.672325976230901
484,2022-07-29,Headphones,Accessories,West,3.0,2535.0,292.19,11.526232741617356
485,2024-06-30,Smartphone,Electronics,West,4.0,3888.0,284.17,7.308899176954734
486,2024-12-03,Tablet,Electronics,East,7.0,4921.0,798.16,16.21946758788864
487,2024-07-04,Smartwatch,Electronics,West,8.0,4472.0,290.79,6.502459749552774
488,2023-04-09,Tablet,Electronics,North,3.0,603.0,153.37,25.434494195688227
489,2023-03-10,Headphones,Accessories,West,9.0,1899.0,501.4,26.403370194839386
490,2022-05-29,Monitor,Accessories,North,9.0,6471.0,1844.59,28.505486014526348
491,2023-03-22,Keyboard,Accessories,North,1.0,677.0,54.14,7.997045790251107
492,2024-08-06,Unknown,Accessories,North,9.0,7542.0,1477.49,19.59016176080615
493,2022-07-11,Smartphone,Electronics,East,5.0,3940.0,755.11,19.165228426395938
494,2024-10-05,Tablet,Electronics,West,2.0,374.0,49.26,13.171122994652407
495,2022-12-26,Monitor,Accessories,West,5.0,3170.0,868.34,27.39242902208202
496,2024-08-17,Headphones,Accessories,North,7.0,5362.0,1029.47,19.199365908243195
497,2023-07-06,Keyboard,Accessories,North,9.0,8514.0,1400.4,16.44820295983087
498,2022-06-15,Laptop,Electronics,North,1.0,651.0,57.94,8.900153609831028
499,2022-03-13,Monitor,Accessories,North,3.0,1245.0,119.11,9.567068273092369
500,2023-11-06,Monitor,Accessories,West,1.0,464.0,58.38,12.581896551724139
501,2023-11-12,Smartphone,Electronics,East,5.0,5175.0,786.27,15.193623188405796
502,2022-01-13,Smartphone,Electronics,East,2.0,1668.0,470.42,28.202637889688248
503,2024-09-30,Printer,Office,East,3.0,1872.0,532.81,28.462072649572644
504,2023-01-16,Laptop,Electronics,North,3.0,513.0,132.56,25.840155945419102
505,2024-05-04,Unknown,Office,West,2.0,2276.0,366.5,16.10281195079086
506,2022-06-20,Mouse,Accessories,South,5.0,3910.0,584.77,14.955754475703326
507,2023-05-09,Printer,Office,West,5.0,1995.0,369.22,18.507268170426066
508,2023-03-23,Mouse,Accessories,East,4.0,4316.0,566.7,13.130213160333643
509,2024-02-18,Monitor,Accessories,North,1.0,199.0,48.92,24.582914572864322
510,2022-05-05,Laptop,Electronics,East,9.0,8010.0,763.32,9.529588014981275
511,2024-11-14,Camera,Electronics,South,9.0,5895.0,442.49,7.506191687871078
512,2024-06-12,Mouse,Accessories,West,5.0,3670.0,462.97,12.6149863760218
513,2024-10-15,Smartphone,Electronics,East,9.0,7731.0,2178.05,28.172940111240464
514,2023-10-18,Laptop,Electronics,South,3.0,1596.0,91.23,5.716165413533835
515,2023-06-04,Laptop,Electronics,North,1.0,425.0,48.81,11.48470588235294
516,2024-03-07,Printer,Office,East,7.0,8379.0,2009.05,23.97720491705454
517,2022-03-05,Keyboard,Accessories,North,4.0,2040.0,393.72,19.3
518,2024-08-22,Keyboard,Accessories,South,2.0,1934.0,157.41,8.139089968976215
519,2024-09-04,Keyboard,Accessories,South,3.0,1560.0,391.11,25.071153846153848
520,2024-07-04,Camera,Electronics,East,4.0,4492.0,670.42,14.924755120213712
521,2023-08-12,Unknown,Accessories,South,6.0,6228.0,1852.45,29.743898522800254
522,2023-04-23,Camera,Electronics,East,7.0,4403.0,1295.89,29.431978196684085
523,2022-10-15,Headphones,Accessories,South,9.0,4176.0,510.97,12.23587164750958
524,2022-05-09,Unknown,Office,East,5.0,4880.0,1084.69,22.227254098360657
525,2022-11-02,Printer,Office,West,5.0,265.0,53.21,20.079245283018867
526,2023-09-10,Laptop,Electronics,East,1.0,1041.0,128.58,12.351585014409224
527,2024-03-28,Smartphone,Electronics,East,8.0,9448.0,616.5,6.525190516511431
528,2022-01-07,Headphones,Accessories,South,3.0,1617.0,440.46,27.23933209647495
529,2024-02-17,Laptop,Electronics,West,2.0,1486.0,233.7,15.726783310901748
530,2023-07-08,Smartwatch,Electronics,East,8.0,7152.0,1539.72,21.528523489932887
531,2023-08-01,Camera,Electronics,North,9.0,7533.0,1285.72,17.067834859949553
532,2023-07-23,Unknown,Accessories,South,4.0,3888.0,810.08,20.83539094650206
533,2022-11-28,Mouse,Accessories,South,2.0,1446.0,403.89,27.931535269709546
534,2023-04-25,Keyboard,Accessories,North,2.0,686.0,85.03,12.395043731778426
535,2023-11-12,Laptop,Electronics,South,7.0,2562.0,347.62,13.568306010928962
536,2024-04-05,Smartphone,Electronics,West,5.0,790.0,216.12,27.356962025316456
537,2022-11-22,Tablet,Electronics,East,4.0,1360.0,373.59,27.46985294117647
538,2022-03-13,Camera,Electronics,East,6.0,5316.0,782.42,14.71820917983446
539,2023-07-20,Laptop,Electronics,West,4.0,3956.0,293.38,7.416076845298281
540,2022-05-09,Monitor,Accessories,North,3.0,726.0,94.38,13.0
541,2024-08-04,Smartphone,Electronics,North,4.0,228.0,29.37,12.881578947368421
542,2022-07-31,Headphones,Accessories,North,3.0,2274.0,442.57,19.462181178540018
543,2024-09-13,Keyboard,Accessories,North,9.0,2628.0,459.87,17.498858447488587
544,2024-05-26,Camera,Electronics,South,6.0,606.0,104.85,17.301980198019802
545,2024-11-15,Headphones,Accessories,East,8.0,7256.0,558.79,7.701074972436604
546,2022-02-15,Printer,Office,North,4.0,2804.0,391.59,13.96540656205421
547,2022-04-26,Tablet,Electronics,South,9.0,5850.0,1511.06,25.830085470085468
548,2023-06-07,Keyboard,Accessories,West,1.0,56.0,9.16,16.357142857142858
549,2024-01-17,Monitor,Accessories,East,9.0,4302.0,344.64,8.011157601115759
550,2024-05-14,Camera,Electronics,West,9.0,10143.0,1690.66,16.668244109237897
551,2023-05-15,Headphones,Accessories,North,1.0,1012.0,164.89,16.293478260869566
552,2023-05-22,Tablet,Electronics,East,9.0,8964.0,448.62,5.004685408299866
553,2023-10-12,Printer,Office,North,6.0,6348.0,557.72,8.785759294265912
554,2023-05-17,Mouse,Accessories,South,2.0,1924.0,394.4,20.498960498960496
555,2023-02-04,Keyboard,Accessories,North,1.0,120.0,23.86,19.883333333333333
556,2022-08-10,Keyboard,Accessories,West,6.0,6834.0,1418.21,20.752268071407666
557,2022-09-14,Smartphone,Electronics,East,5.0,1520.0,433.53,28.521710526315786
558,2023-05-08,Smartwatch,Electronics,West,7.0,8141.0,767.6,9.42881709863653
559,2024-05-11,Mouse,Accessories,East,9.0,738.0,64.42,8.728997289972899
560,2023-01-13,Smartphone,Electronics,East,6.0,2478.0,153.86,6.2090395480225995
561,2022-05-24,Monitor,Accessories,East,9.0,4968.0,991.82,19.964170692431562
562,2023-03-05,Printer,Office,South,3.0,1446.0,278.94,19.29045643153527
563,2023-04-25,Mouse,Accessories,East,7.0,1722.0,414.87,24.09233449477352
564,2024-01-09,Headphones,Accessories,East,3.0,2481.0,249.52,10.057234985892785
565,2023-08-20,Tablet,Electronics,East,7.0,1197.0,103.34,8.633249791144529
566,2022-01-09,Tablet,Electronics,West,7.0,7623.0,1459.84,19.15046569592024
567,2022-01-01,Monitor,Accessories,South,8.0,1296.0,273.97,21.13966049382716
568,2023-08-29,Camera,Electronics,North,2.0,744.0,217.21,29.194892473118276
569,2023-01-02,Mouse,Accessories,South,9.0,1773.0,168.01,9.476029328821205
570,2023-06-22,Smartphone,Electronics,South,9.0,756.0,99.21,13.123015873015872
571,2023-11-30,Monitor,Accessories,West,7.0,875.0,203.63,23.272
572,2023-02-23,Printer,Office,West,6.0,4266.0,357.51,8.380450070323487
573,2024-03-23,Printer,Office,West,2.0,724.0,72.19,9.970994475138122
574,2024-12-09,Smartphone,Electronics,West,8.0,5832.0,662.72,11.363511659807957
575,2023-09-21,Tablet,Electronics,West,1.0,392.0,50.7,12.933673469387754
576,2022-05-14,Laptop,Electronics,East,9.0,963.0,49.71,5.161993769470405
577,2024-04-13,Camera,Electronics,West,6.0,5706.0,319.46,5.598668068699614
578,2024-06-11,Headphones,Accessories,West,7.0,1365.0,312.04,22.86007326007326
579,2023-08-23,Smartwatch,Electronics,West,9.0,7245.0,1410.92,19.4743961352657
580,2024-12-28,Smartwatch,Electronics,East,4.0,1284.0,171.02,13.319314641744548
581,2023-09-06,Mouse,Accessories,West,4.0,512.0,110.47,21.576171875
582,2022-07-10,Smartwatch,Electronics,South,9.0,9729.0,2039.41,20.962174940898347
583,2023-07-26,Mouse,Accessories,East,8.0,976.0,234.24,24.000000000000004
584,2024-01-05,Printer,Office,North,8.0,1824.0,495.35,27.157346491228076
585,2023-11-29,Camera,Electronics,East,7.0,5467.0,556.02,10.17047740991403
586,2023-04-12,Printer,Office,North,1.0,919.0,193.35,21.03917301414581
587,2023-08-18,Camera,Electronics,South,6.0,1686.0,426.72,25.309608540925264
588,2023-11-17,Smartphone,Electronics,West,7.0,1281.0,282.63,22.063231850117095
589,2024-06-17,Smartwatch,Electronics,East,3.0,2829.0,362.16,12.8016967126193
590,2024-06-04,Monitor,Accessories,West,3.0,2211.0,292.31,13.220714608774312
591,2024-12-18,Headphones,Accessories,East,4.0,4740.0,607.81,12.822995780590714
592,2023-09-12,Camera,Electronics,East,1.0,718.0,169.09,23.550139275766018
593,2024-04-22,Monitor,Accessories,South,7.0,1547.0,152.59,9.86360698125404
594,2023-09-03,Laptop,Electronics,West,3.0,819.0,231.88,28.31257631257631
595,2023-12-19,Laptop,Electronics,South,8.0,5696.0,1156.3,20.300210674157302
596,2024-01-23,Camera,Electronics,North,2.0,2066.0,608.23,29.43998063891578
597,2024-06-07,Laptop,Electronics,North,2.0,256.0,35.66,13.929687499999998
598,2024-02-04,Smartphone,Electronics,North,2.0,1102.0,182.54,16.56442831215971
599,2024-11-11,Tablet,Electronics,West,4.0,2584.0,394.52,15.26780185758514
600,2024-07-27,Mouse,Accessories,North,2.0,1366.0,298.32,21.838945827232795
601,2023-11-05,Keyboard,Accessories,East,6.0,5286.0,636.16,12.034808929247069
602,2024-06-13,Monitor,Accessories,North,1.0,579.0,133.57,23.06908462867012
603,2022-02-28,Laptop,Electronics,West,8.0,1392.0,190.99,13.720545977011495
604,2022-11-14,Laptop,Electronics,West,9.0,2493.0,696.69,27.945848375451266
605,2023-09-17,Smartphone,Electronics,North,7.0,6461.0,766.45,11.862714750038695
606,2022-08-17,Tablet,Electronics,East,2.0,1486.0,201.07,13.530955585464334
607,2023-05-14,Printer,Office,South,1.0,1152.0,280.28,24.32986111111111
608,2022-03-12,Unknown,Electronics,West,2.0,1750.0,103.99,5.942285714285714
609,2024-07-05,Laptop,Electronics,South,4.0,3724.0,276.85,7.43421052631579
610,2023-06-20,Monitor,Accessories,West,8.0,9104.0,2620.58,28.784929701230226
611,2024-08-08,Printer,Office,West,3.0,3093.0,584.23,18.88878111865503
612,2023-07-23,Monitor,Accessories,West,7.0,7238.0,1889.69,26.10790273556231
613,2024-03-30,Smartphone,Electronics,North,3.0,3561.0,347.31,9.753159224936816
614,2022-08-07,Monitor,Accessories,North,5.0,1850.0,534.39,28.885945945945945
615,2022-03-06,Mouse,Accessories,West,6.0,3522.0,626.72,17.79443498012493
616,2023-08-31,Smartphone,Electronics,East,4.0,2556.0,412.44,16.136150234741784
617,2023-05-16,Monitor,Accessories,South,9.0,1602.0,142.49,8.894506866416979
618,2023-06-19,Monitor,Accessories,South,3.0,2853.0,437.59,15.337889940413598
619,2023-07-21,Printer,Office,West,1.0,1024.0,230.3,22.490234375
620,2023-08-06,Printer,Office,East,2.0,436.0,79.69,18.277522935779817
621,2022-08-14,Keyboard,Accessories,South,6.0,7056.0,1445.01,20.479166666666668
622,2022-01-02,Smartwatch,Electronics,East,3.0,315.0,61.94,19.663492063492065
623,2023-03-23,Camera,Electronics,South,7.0,3451.0,194.42,5.633729353810489
624,2022-02-10,Laptop,Electronics,North,9.0,1350.0,189.13,14.00962962962963
625,2023-10-19,Tablet,Electronics,West,8.0,3320.0,413.32,12.449397590361446
626,2023-08-09,Mouse,Accessories,North,5.0,3720.0,448.6,12.059139784946238
627,2023-07-11,Laptop,Electronics,South,2.0,1090.0,136.65,12.536697247706421
628,2022-09-22,Smartphone,Electronics,North,4.0,2432.0,657.18,27.022203947368418
629,2023-03-26,Smartwatch,Electronics,North,1.0,387.0,99.59,25.733850129198967
630,2023-08-11,Smartwatch,Electronics,North,3.0,966.0,120.56,12.48033126293996
631,2024-05-17,Tablet,Electronics,North,3.0,3366.0,882.29,26.21182412358883
632,2024-06-30,Monitor,Accessories,West,7.0,7833.0,1843.94,23.54066130473637
633,2023-09-04,Monitor,Accessories,West,1.0,610.0,33.55,5.499999999999999
634,2022-05-28,Smartwatch,Electronics,West,8.0,4288.0,597.09,13.924673507462687
635,2024-08-20,Smartwatch,Electronics,West,9.0,3150.0,457.13,14.512063492063493
636,2023-12-31,Keyboard,Accessories,West,2.0,894.0,224.75,25.139821029082775
637,2022-10-09,Laptop,Electronics,North,8.0,7544.0,1219.73,16.1682131495228
638,2024-03-01,Keyboard,Accessories,North,8.0,6360.0,1871.88,29.432075471698116
639,2022-03-19,Smartphone,Electronics,West,4.0,2428.0,485.75,20.006177924217464
640,2022-10-05,Headphones,Accessories,South,2.0,574.0,38.52,6.710801393728223
641,2023-04-25,Keyboard,Accessories,West,6.0,6744.0,660.47,9.793446026097271
642,2023-01-13,Printer,Office,North,5.0,2860.0,339.0,11.853146853146853
643,2022-04-03,Printer,Office,South,5.0,5410.0,1129.77,20.882994454713494
644,2023-02-26,Laptop,Electronics,West,5.0,4445.0,580.15,13.051743532058493
645,2023-09-26,Monitor,Accessories,North,7.0,4165.0,263.26,6.320768307322928
646,2024-02-19,Laptop,Electronics,East,3.0,3021.0,763.99,25.28930817610063
647,2024-04-29,Unknown,Accessories,North,2.0,310.0,70.66,22.793548387096774
648,2024-05-15,Headphones,Accessories,South,2.0,2170.0,522.0,24.05529953917051
649,2022-07-31,Smartwatch,Electronics,West,5.0,3945.0,392.09,9.93891001267427
650,2022-09-10,Tablet,Electronics,South,4.0,2104.0,308.0,14.638783269961978
651,2022-08-24,Monitor,Accessories,South,2.0,2060.0,517.64,25.128155339805826
652,2023-01-13,Smartwatch,Electronics,South,6.0,810.0,108.61,13.40864197530864
653,2022-12-18,Laptop,Electronics,West,2.0,1562.0,119.56,7.654289372599232
654,2022-01-25,Smartwatch,Electronics,East,9.0,5337.0,1575.99,29.529510961214168
655,2023-06-14,Printer,Office,East,8.0,2704.0,705.74,26.09985207100592
656,2024-05-31,Laptop,Electronics,North,5.0,3225.0,523.32,16.226976744186047
657,2023-08-07,Monitor,Accessories,North,2.0,1342.0,184.59,13.754843517138598
658,2022-07-13,Mouse,Accessories,South,7.0,3395.0,1012.78,29.831516936671576
659,2024-12-01,Smartwatch,Electronics,East,4.0,3968.0,480.72,12.11491935483871
660,2022-02-26,Tablet,Electronics,West,2.0,2132.0,365.44,17.140712945590995
661,2023-08-17,Smartwatch,Electronics,North,2.0,2040.0,481.15,23.58578431372549
662,2024-09-23,Mouse,Accessories,East,6.0,6126.0,428.38,6.992817499183807
663,2022-09-11,Smartwatch,Electronics,West,8.0,520.0,30.58,5.88076923076923
664,2024-07-12,Smartwatch,Electronics,West,8.0,5504.0,1196.78,21.743822674418603
