,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
2358,TXN_1741325,Tea,2,1.5,3.0,Credit Card,In-store,2023-03-31
2359,TXN_9857832,Tea,3,1.5,4.5,Cash,In-store,2023-03-31
2360,TXN_3771902,Juice,5,3.0,15.0,Cash,Takeaway,2023-03-31
2361,TXN_2475111,Cookie,3,1.0,3.0,Other,Takeaway,2023-03-31
2362,TXN_9656325,Other,2,2.0,4.0,Credit Card,Takeaway,2023-03-31
2363,TXN_2602893,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-03-31
2364,TXN_1967565,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-03-31
2365,TXN_4439120,Cookie,2,1.0,2.0,Credit Card,In-store,2023-03-31
2366,TXN_3145515,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-03-31
2367,TXN_9143440,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-03-31
2368,TXN_8675922,Other,4,5.0,20.0,Other,Takeaway,2023-03-31
2369,TXN_8048037,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-03-31
2370,TXN_3894165,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-03-31
2371,TXN_6347567,Juice,5,3.0,15.0,Cash,In-store,2023-03-31
2372,TXN_5242469,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-04-01
2373,TXN_6177161,Tea,5,1.5,7.5,Credit Card,In-store,2023-04-01
2374,TXN_2912934,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-04-01
2375,TXN_3442435,Other,3,4.0,8.0,Digital Wallet,In-store,2023-04-01
2376,TXN_1903825,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-04-01
2377,TXN_8076061,Tea,4,1.5,6.0,Cash,In-store,2023-04-01
2378,TXN_6513163,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-04-01
2379,TXN_6755791,Coffee,2,2.0,4.0,Cash,Takeaway,2023-04-01
2380,TXN_7964661,Cake,3,3.0,9.0,Cash,Takeaway,2023-04-01
2381,TXN_5941840,Cookie,4,1.0,4.0,Other,Takeaway,2023-04-01
2382,TXN_3616839,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-04-01
2383,TXN_8362750,Salad,4,5.0,20.0,Other,In-store,2023-04-01
2384,TXN_2935761,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-04-01
2385,TXN_2379467,Coffee,5,2.0,10.0,Other,Takeaway,2023-04-01
2386,TXN_5602640,Smoothie,5,4.0,20.0,Other,Takeaway,2023-04-01
2387,TXN_2092306,Juice,4,3.0,12.0,Other,In-store,2023-04-01
2388,TXN_8963106,Coffee,5,2.0,10.0,Cash,In-store,2023-04-01
2389,TXN_3753993,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-04-01
2390,TXN_2769769,Other,5,5.0,25.0,Credit Card,In-store,2023-04-01
2391,TXN_4187327,Tea,2,1.5,3.0,Other,Takeaway,2023-04-01
2392,TXN_7896831,Coffee,5,2.0,10.0,Cash,Takeaway,2023-04-01
2393,TXN_8936782,Juice,5,3.0,15.0,Other,In-store,2023-04-01
2394,TXN_1938413,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-04-01
2395,TXN_9773646,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-04-01
2396,TXN_6640488,Tea,3,1.5,4.5,Credit Card,Takeaway,2023-04-01
2397,TXN_8301190,Coffee,1,2.0,2.0,Cash,Takeaway,2023-04-01
2398,TXN_8978004,Coffee,2,2.0,4.0,Digital Wallet,In-store,2023-04-01
2399,TXN_1696813,Cookie,3,1.0,3.0,Cash,In-store,2023-04-02
2400,TXN_4746320,Cookie,2,1.0,2.0,Other,Takeaway,2023-04-02
2401,TXN_2464236,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-04-02
2402,TXN_5618377,Sandwich,2,4.0,8.0,Other,In-store,2023-04-02
2403,TXN_4801617,Juice,5,3.0,15.0,Other,Takeaway,2023-04-02
2404,TXN_1521861,Other,5,3.0,15.0,Cash,In-store,2023-04-02
2405,TXN_8592808,Other,1,4.0,4.0,Credit Card,Takeaway,2023-04-02
2406,TXN_9810604,Cake,2,3.0,6.0,Other,Takeaway,2023-04-02
2407,TXN_4187673,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-04-02
2408,TXN_8908193,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-04-02
2409,TXN_3658211,Cake,3,3.0,12.0,Cash,Takeaway,2023-04-02
2410,TXN_7445257,Coffee,1,2.0,2.0,Other,Takeaway,2023-04-02
2411,TXN_2251009,Cookie,5,1.0,5.0,Other,Takeaway,2023-04-02
2412,TXN_4190750,Juice,5,3.0,15.0,Other,Takeaway,2023-04-02
2413,TXN_4607296,Cake,5,3.0,15.0,Other,In-store,2023-04-02
2414,TXN_6707466,Salad,3,5.0,10.0,Credit Card,Takeaway,2023-04-02
2415,TXN_2764544,Juice,4,3.0,12.0,Cash,In-store,2023-04-02
2416,TXN_1891217,Tea,5,1.5,7.5,Other,Takeaway,2023-04-02
2417,TXN_7152012,Sandwich,3,4.0,12.0,Digital Wallet,In-store,2023-04-02
2418,TXN_7923140,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-04-02
2419,TXN_6182856,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-04-02
2420,TXN_6655913,Cookie,1,1.0,1.0,Credit Card,In-store,2023-04-02
2421,TXN_7619641,Juice,3,3.0,9.0,Other,In-store,2023-04-02
2422,TXN_3955361,Cookie,5,1.0,5.0,Other,Takeaway,2023-04-02
2423,TXN_8099424,Cake,4,3.0,12.0,Other,Takeaway,2023-04-02
2424,TXN_6732096,Smoothie,2,4.0,8.0,Other,In-store,2023-04-02
2425,TXN_9011816,Cake,1,3.0,3.0,Other,Takeaway,2023-04-02
2426,TXN_1610137,Coffee,3,2.0,6.0,Cash,Takeaway,2023-04-02
2427,TXN_4021467,Coffee,2,2.0,4.0,Other,Takeaway,2023-04-02
2428,TXN_7466586,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-04-02
2429,TXN_5814878,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-04-02
2430,TXN_9853220,Cookie,3,1.0,5.0,Credit Card,In-store,2023-04-02
2431,TXN_6846047,Salad,3,5.0,5.0,Digital Wallet,Takeaway,2023-04-02
2432,TXN_7595042,Salad,1,5.0,5.0,Other,Takeaway,2023-04-03
2433,TXN_5127819,Juice,3,3.0,9.0,Other,Takeaway,2023-04-03
2434,TXN_3392848,Cake,2,3.0,6.0,Cash,In-store,2023-04-03
2435,TXN_5744026,Salad,4,5.0,20.0,Other,Takeaway,2023-04-03
2436,TXN_5483442,Tea,3,1.5,7.5,Cash,Takeaway,2023-04-03
2437,TXN_4836614,Other,4,1.5,6.0,Digital Wallet,Takeaway,2023-04-03
2438,TXN_9087746,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-04-03
2439,TXN_2371827,Cookie,5,1.0,5.0,Cash,In-store,2023-04-03
2440,TXN_7825796,Tea,2,1.5,3.0,Other,Takeaway,2023-04-03
2441,TXN_3597656,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-04-03
2442,TXN_3812053,Coffee,5,2.0,10.0,Other,In-store,2023-04-03
2443,TXN_3775339,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-04-03
2444,TXN_8568597,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-04-03
2445,TXN_5734186,Juice,3,3.0,9.0,Cash,Takeaway,2023-04-03
2446,TXN_2513950,Smoothie,4,4.0,16.0,Other,In-store,2023-04-03
2447,TXN_8721484,Other,4,2.0,8.0,Other,Takeaway,2023-04-03
2448,TXN_3750900,Tea,2,3.0,3.0,Credit Card,In-store,2023-04-03
2449,TXN_9153854,Sandwich,2,4.0,8.0,Other,In-store,2023-04-04
2450,TXN_2955691,Cake,1,3.0,3.0,Other,Takeaway,2023-04-04
2451,TXN_7134064,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-04-04
2452,TXN_2398895,Juice,5,3.0,15.0,Digital Wallet,In-store,2023-04-04
2453,TXN_6294315,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-04-04
2454,TXN_3439712,Juice,4,3.0,12.0,Other,In-store,2023-04-04
2455,TXN_7932895,Smoothie,2,4.0,8.0,Other,In-store,2023-04-04
2456,TXN_2651216,Other,3,4.0,12.0,Other,Takeaway,2023-04-04
2457,TXN_6904952,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-04-04
2458,TXN_9498325,Salad,1,5.0,5.0,Other,Takeaway,2023-04-04
2459,TXN_9219961,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-04-04
2460,TXN_8002309,Sandwich,1,4.0,4.0,Other,Takeaway,2023-04-04
2461,TXN_9883214,Juice,3,3.0,9.0,Other,Takeaway,2023-04-04
2462,TXN_1239876,Other,2,4.0,8.0,Digital Wallet,In-store,2023-04-04
2463,TXN_4502704,Tea,4,1.5,6.0,Other,In-store,2023-04-04
2464,TXN_3440463,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-04-04
2465,TXN_1278539,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-04-04
2466,TXN_1672708,Salad,4,5.0,20.0,Other,Takeaway,2023-04-04
2467,TXN_4735392,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-04-04
2468,TXN_3522028,Smoothie,3,4.0,20.0,Cash,In-store,2023-04-04
2469,TXN_9940829,Smoothie,3,4.0,12.0,Other,In-store,2023-04-04
2470,TXN_2199500,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-04-04
2471,TXN_1472433,Other,1,2.0,2.0,Digital Wallet,Takeaway,2023-04-05
2472,TXN_6755757,Other,4,4.0,16.0,Credit Card,In-store,2023-04-05
2473,TXN_2102561,Other,2,1.0,2.0,Other,In-store,2023-04-05
2474,TXN_6273431,Other,2,3.0,6.0,Other,In-store,2023-04-05
2475,TXN_4449173,Other,3,2.0,2.0,Digital Wallet,Takeaway,2023-04-05
2476,TXN_8550184,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-04-05
2477,TXN_1899114,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-04-05
2478,TXN_5326795,Cookie,2,1.0,2.0,Other,Takeaway,2023-04-05
2479,TXN_5153686,Coffee,5,2.0,10.0,Other,Takeaway,2023-04-05
2480,TXN_1180397,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-04-05
2481,TXN_4062634,Salad,2,5.0,10.0,Credit Card,In-store,2023-04-05
2482,TXN_6845073,Cookie,1,1.0,1.0,Credit Card,In-store,2023-04-05
2483,TXN_7302991,Other,4,4.0,16.0,Digital Wallet,Takeaway,2023-04-05
2484,TXN_8295765,Cake,4,3.0,12.0,Other,Takeaway,2023-04-05
2485,TXN_1266598,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-04-05
2486,TXN_4238818,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-04-05
2487,TXN_4552137,Tea,2,1.5,3.0,Other,In-store,2023-04-05
2488,TXN_9676096,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-04-05
2489,TXN_8028042,Coffee,3,2.0,6.0,Other,Takeaway,2023-04-05
2490,TXN_4178899,Coffee,2,2.0,4.0,Other,Takeaway,2023-04-05
2491,TXN_8786159,Coffee,3,2.0,6.0,Cash,In-store,2023-04-05
2492,TXN_2365394,Cake,2,3.0,6.0,Digital Wallet,In-store,2023-04-06
2493,TXN_9969836,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-04-06
2494,TXN_1413310,Smoothie,3,4.0,12.0,Other,Takeaway,2023-04-06
2495,TXN_1130191,Smoothie,2,4.0,8.0,Cash,In-store,2023-04-06
2496,TXN_7548396,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-04-06
2497,TXN_2139240,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-04-06
2498,TXN_9110336,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-04-06
2499,TXN_1720329,Cookie,2,1.0,2.0,Cash,Takeaway,2023-04-06
2500,TXN_2167159,Cake,3,3.0,6.0,Cash,Takeaway,2023-04-06
2501,TXN_6206421,Sandwich,2,4.0,8.0,Other,In-store,2023-04-06
2502,TXN_2526267,Sandwich,3,4.0,20.0,Cash,In-store,2023-04-06
2503,TXN_3038078,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-04-06
2504,TXN_3109334,Smoothie,3,4.0,12.0,Other,In-store,2023-04-06
2505,TXN_9813943,Salad,2,5.0,10.0,Cash,Takeaway,2023-04-06
2506,TXN_8540794,Cake,4,3.0,12.0,Cash,Takeaway,2023-04-06
2507,TXN_1647069,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-04-06
2508,TXN_3551665,Juice,4,3.0,12.0,Credit Card,In-store,2023-04-06
2509,TXN_4256155,Cake,5,3.0,15.0,Other,Takeaway,2023-04-06
2510,TXN_2093816,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-04-06
2511,TXN_5342589,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-04-06
2512,TXN_2172301,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-04-06
2513,TXN_2135613,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-04-06
2514,TXN_3686848,Tea,3,1.5,4.5,Other,Takeaway,2023-04-06
2515,TXN_9373436,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-04-06
2516,TXN_1556652,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-04-06
2517,TXN_3396099,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-04-06
2518,TXN_2437112,Cookie,3,1.0,3.0,Other,Takeaway,2023-04-06
2519,TXN_7580803,Juice,4,3.0,12.0,Cash,In-store,2023-04-06
2520,TXN_5171519,Salad,3,5.0,15.0,Other,In-store,2023-04-06
2521,TXN_7248722,Cake,3,3.0,9.0,Cash,Takeaway,2023-04-06
2522,TXN_2982995,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-04-06
2523,TXN_5373154,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-04-06
2524,TXN_8471743,Other,5,3.0,15.0,Digital Wallet,In-store,2023-04-06
2525,TXN_7359566,Coffee,1,2.0,2.0,Cash,In-store,2023-04-06
2526,TXN_3224921,Sandwich,5,4.0,20.0,Other,In-store,2023-04-06
2527,TXN_7939011,Juice,5,3.0,15.0,Other,In-store,2023-04-07
2528,TXN_8445753,Tea,4,1.5,6.0,Cash,Takeaway,2023-04-07
2529,TXN_8732682,Salad,5,5.0,25.0,Credit Card,In-store,2023-04-07
2530,TXN_2054549,Smoothie,3,4.0,4.0,Other,In-store,2023-04-07
2531,TXN_4680399,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-04-07
2532,TXN_7412722,Juice,4,3.0,12.0,Cash,In-store,2023-04-07
2533,TXN_5269634,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-04-07
2534,TXN_1902038,Other,4,2.0,8.0,Credit Card,Takeaway,2023-04-07
2535,TXN_8062811,Coffee,2,2.0,4.0,Cash,Takeaway,2023-04-07
2536,TXN_6196052,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-04-07
2537,TXN_6297232,Coffee,3,2.0,6.0,Other,Takeaway,2023-04-07
2538,TXN_8363628,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-04-07
2539,TXN_4637438,Salad,2,5.0,10.0,Other,Takeaway,2023-04-07
2540,TXN_6034596,Other,1,5.0,5.0,Other,Takeaway,2023-04-07
2541,TXN_4335735,Coffee,2,2.0,4.0,Other,Takeaway,2023-04-07
2542,TXN_9685326,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-04-07
2543,TXN_9450903,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-04-07
2544,TXN_6004431,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-04-07
2545,TXN_1728644,Coffee,1,2.0,2.0,Cash,Takeaway,2023-04-07
2546,TXN_3952218,Salad,5,5.0,25.0,Other,Takeaway,2023-04-07
2547,TXN_6968752,Tea,1,3.0,1.5,Other,Takeaway,2023-04-07
2548,TXN_1987212,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-04-07
2549,TXN_7256205,Juice,4,3.0,12.0,Cash,Takeaway,2023-04-08
2550,TXN_1080377,Cake,2,3.0,6.0,Other,Takeaway,2023-04-08
2551,TXN_5350735,Tea,2,1.5,3.0,Cash,Takeaway,2023-04-08
2552,TXN_4697112,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-04-08
2553,TXN_8049058,Cake,2,3.0,6.0,Cash,Takeaway,2023-04-08
2554,TXN_9941872,Salad,3,5.0,15.0,Other,Takeaway,2023-04-08
2555,TXN_2277042,Tea,1,1.5,1.5,Cash,Takeaway,2023-04-08
2556,TXN_2972777,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-04-08
2557,TXN_5346493,Cookie,5,1.0,5.0,Digital Wallet,In-store,2023-04-08
2558,TXN_6543620,Cookie,2,1.0,2.0,Cash,Takeaway,2023-04-08
2559,TXN_4554168,Tea,4,1.5,6.0,Digital Wallet,In-store,2023-04-08
2560,TXN_5640232,Sandwich,4,3.0,16.0,Digital Wallet,Takeaway,2023-04-08
2561,TXN_3039985,Cookie,5,1.0,5.0,Digital Wallet,In-store,2023-04-08
2562,TXN_5748083,Salad,3,5.0,10.0,Other,Takeaway,2023-04-08
2563,TXN_1399696,Cake,5,3.0,15.0,Cash,In-store,2023-04-08
2564,TXN_9592941,Tea,5,1.5,7.5,Digital Wallet,In-store,2023-04-08
2565,TXN_7608637,Other,1,5.0,5.0,Digital Wallet,Takeaway,2023-04-08
2566,TXN_8297751,Salad,3,5.0,15.0,Cash,Takeaway,2023-04-08
2567,TXN_1532390,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-04-08
2568,TXN_5316852,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-04-08
2569,TXN_3543133,Tea,2,1.5,3.0,Other,Takeaway,2023-04-08
2570,TXN_7416770,Other,3,3.0,9.0,Other,Takeaway,2023-04-08
2571,TXN_5698925,Juice,2,3.0,6.0,Other,In-store,2023-04-08
2572,TXN_2546684,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-04-08
2573,TXN_7791293,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-04-08
2574,TXN_5576265,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-04-08
2575,TXN_9478033,Cake,2,3.0,6.0,Other,In-store,2023-04-08
2576,TXN_5591967,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-04-08
2577,TXN_2471972,Cookie,1,1.0,1.0,Cash,Takeaway,2023-04-08
2578,TXN_2399870,Salad,4,5.0,20.0,Other,Takeaway,2023-04-08
2579,TXN_7323833,Other,3,4.0,12.0,Credit Card,Takeaway,2023-04-09
2580,TXN_7268387,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-04-09
2581,TXN_5425668,Cookie,5,1.0,5.0,Cash,Takeaway,2023-04-09
2582,TXN_1285279,Coffee,2,2.0,4.0,Cash,Takeaway,2023-04-09
2583,TXN_3730415,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-04-09
2584,TXN_1570573,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-04-09
2585,TXN_2682803,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-04-09
2586,TXN_2563679,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-04-09
2587,TXN_3274591,Juice,5,3.0,15.0,Other,Takeaway,2023-04-09
2588,TXN_2255634,Salad,4,5.0,20.0,Other,Takeaway,2023-04-09
2589,TXN_6836109,Coffee,4,2.0,8.0,Other,Takeaway,2023-04-09
2590,TXN_4552615,Cake,2,3.0,6.0,Cash,Takeaway,2023-04-09
2591,TXN_1858674,Smoothie,2,4.0,8.0,Other,In-store,2023-04-09
2592,TXN_7571571,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-04-09
2593,TXN_9151273,Tea,2,1.5,3.0,Cash,Takeaway,2023-04-09
2594,TXN_1661068,Salad,3,5.0,15.0,Cash,Takeaway,2023-04-09
2595,TXN_6064232,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-04-09
2596,TXN_6837879,Other,5,3.0,15.0,Digital Wallet,Takeaway,2023-04-09
2597,TXN_1721366,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-04-09
2598,TXN_5672583,Juice,2,3.0,6.0,Cash,Takeaway,2023-04-09
2599,TXN_5087453,Tea,3,1.5,4.5,Cash,Takeaway,2023-04-09
2600,TXN_8320245,Tea,3,1.5,4.5,Other,Takeaway,2023-04-09
2601,TXN_1556046,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-04-09
2602,TXN_2644962,Smoothie,2,4.0,8.0,Other,Takeaway,2023-04-09
2603,TXN_8999576,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-04-09
2604,TXN_2553269,Other,5,1.0,5.0,Digital Wallet,Takeaway,2023-04-09
2605,TXN_9881555,Other,5,3.0,15.0,Cash,In-store,2023-04-09
2606,TXN_6205234,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-04-09
2607,TXN_2421387,Cookie,4,1.0,4.0,Other,Takeaway,2023-04-09
2608,TXN_4074732,Salad,3,3.0,15.0,Credit Card,Takeaway,2023-04-09
2609,TXN_8266662,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-04-09
2610,TXN_7063124,Cake,1,3.0,3.0,Other,Takeaway,2023-04-10
2611,TXN_1135215,Sandwich,3,4.0,12.0,Other,In-store,2023-04-10
2612,TXN_5227574,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-04-10
2613,TXN_2030078,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-04-10
2614,TXN_3712466,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-04-10
2615,TXN_7268802,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-04-10
2616,TXN_3727374,Cake,2,3.0,6.0,Other,In-store,2023-04-10
2617,TXN_6895558,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-04-10
2618,TXN_1584851,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-04-10
2619,TXN_7169607,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-04-10
2620,TXN_5950951,Salad,1,5.0,5.0,Credit Card,In-store,2023-04-10
2621,TXN_4966149,Juice,2,3.0,6.0,Cash,Takeaway,2023-04-10
2622,TXN_5452978,Salad,2,5.0,10.0,Cash,In-store,2023-04-10
2623,TXN_2430215,Other,2,1.0,2.0,Digital Wallet,Takeaway,2023-04-10
2624,TXN_9944730,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-04-10
2625,TXN_5695074,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-04-10
2626,TXN_5257531,Tea,2,1.5,3.0,Other,Takeaway,2023-04-10
2627,TXN_8712307,Other,5,3.0,15.0,Cash,In-store,2023-04-10
2628,TXN_4213071,Salad,1,5.0,5.0,Other,Takeaway,2023-04-10
2629,TXN_9372046,Other,3,2.0,6.0,Credit Card,In-store,2023-04-10
2630,TXN_6716918,Coffee,2,2.0,4.0,Other,Takeaway,2023-04-10
2631,TXN_2532519,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-04-10
2632,TXN_2278015,Tea,2,1.5,3.0,Digital Wallet,In-store,2023-04-10
2633,TXN_2294776,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-04-10
2634,TXN_2726700,Other,3,1.5,3.0,Digital Wallet,Takeaway,2023-04-10
2635,TXN_6437181,Other,4,3.0,12.0,Credit Card,Takeaway,2023-04-10
2636,TXN_5785639,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-04-10
2637,TXN_5075974,Smoothie,3,4.0,16.0,Digital Wallet,Takeaway,2023-04-11
2638,TXN_1602123,Coffee,3,2.0,2.0,Cash,Takeaway,2023-04-11
2639,TXN_6337189,Cake,1,3.0,3.0,Other,Takeaway,2023-04-11
2640,TXN_3420633,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-04-11
2641,TXN_7008306,Salad,2,5.0,10.0,Other,Takeaway,2023-04-11
2642,TXN_2696377,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-04-11
2643,TXN_7973461,Tea,3,1.5,4.5,Other,In-store,2023-04-11
2644,TXN_8763436,Juice,4,3.0,12.0,Cash,Takeaway,2023-04-11
2645,TXN_1971865,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-04-11
2646,TXN_4969431,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-04-11
2647,TXN_1964555,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-04-11
2648,TXN_6472826,Juice,4,3.0,12.0,Cash,In-store,2023-04-11
2649,TXN_9788956,Juice,3,3.0,12.0,Other,Takeaway,2023-04-11
2650,TXN_5301689,Cake,5,3.0,15.0,Other,In-store,2023-04-11
2651,TXN_5124999,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-04-11
2652,TXN_9470590,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-04-11
2653,TXN_3397034,Cake,4,3.0,12.0,Other,Takeaway,2023-04-11
2654,TXN_7241288,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-04-11
2655,TXN_7632478,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-04-11
2656,TXN_3679582,Other,5,2.0,10.0,Credit Card,In-store,2023-04-11
2657,TXN_2656162,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-04-11
2658,TXN_1244593,Salad,5,5.0,25.0,Other,In-store,2023-04-11
2659,TXN_2611683,Cake,3,3.0,9.0,Digital Wallet,In-store,2023-04-11
2660,TXN_9783452,Juice,3,3.0,9.0,Cash,Takeaway,2023-04-11
2661,TXN_9774691,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-04-11
2662,TXN_2925996,Cake,3,3.0,9.0,Cash,Takeaway,2023-04-11
2663,TXN_4982165,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-04-12
2664,TXN_1898329,Cake,5,3.0,15.0,Cash,In-store,2023-04-12
2665,TXN_7354271,Cookie,4,1.0,4.0,Other,In-store,2023-04-12
2666,TXN_4617139,Juice,4,3.0,12.0,Other,Takeaway,2023-04-12
2667,TXN_3463568,Salad,2,5.0,10.0,Digital Wallet,In-store,2023-04-12
2668,TXN_1902009,Other,2,3.0,6.0,Credit Card,Takeaway,2023-04-12
2669,TXN_4315988,Other,2,5.0,10.0,Cash,Takeaway,2023-04-12
2670,TXN_1917336,Sandwich,3,4.0,12.0,Cash,In-store,2023-04-12
2671,TXN_6785331,Cake,1,3.0,3.0,Other,Takeaway,2023-04-12
2672,TXN_6463415,Coffee,3,2.0,6.0,Digital Wallet,In-store,2023-04-12
2673,TXN_1842981,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-12
2674,TXN_6700141,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-04-12
2675,TXN_4942960,Juice,1,3.0,3.0,Other,Takeaway,2023-04-12
2676,TXN_6306555,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-04-12
2677,TXN_4477016,Sandwich,4,4.0,16.0,Other,In-store,2023-04-12
2678,TXN_1915046,Sandwich,5,4.0,20.0,Other,Takeaway,2023-04-12
2679,TXN_3488082,Sandwich,1,4.0,4.0,Digital Wallet,In-store,2023-04-12
2680,TXN_4643305,Cookie,4,1.0,4.0,Other,Takeaway,2023-04-12
